Gene	V2
PADI1	2230
PADI2	4144
PADI3	2989
PADI4	697
PAEP	548
PAF1	1952
PAFAH1B1	2591
PAFAH1B2	3227
PAFAH1B3	789
PAFAH2	2883
PAG1	7623
PAGE1	459
PAGE2	247
PAGE3	461
PAGE4	609
PAGE5	342
PAGR1	3674
PAH	863
PAICS	2127
PAIP1	1350
PAIP2	1216
PAK1	2362
PAK1IP1	1323
PAK2	4811
PAK3	1837
PAK4	1934
PAK5	4300
PAK6	3089
PALB2	3285
PALD1	4410
PALLD	3531
PALM	1931
PALMD	2084
PAM	2594
PAM16	350
PAMR1	2678
PAN2	3536
PANK1	2252
PANK2	1538
PANK3	3945
PANK4	2029
PANX1	2652
PANX2	2779
PANX3	1529
PAOX	1673
PAPLN	4976
PAPOLA	2861
PAPOLB	4093
PAPOLG	2490
PAPPA	10771
PAPPA2	9483
PAPSS1	2193
PAPSS2	3693
PAQR3	2397
PAQR4	2328
PAQR5	3657
PAQR6	1620
PAQR7	3097
PAQR8	4515
PARD3	2751
PARD3B	5657
PARD6A	1060
PARD6B	3907
PARD6G	2859
PARG	2815
PARK7	615
PARL	1046
PARM1	4789
PARN	2371
PARP1	3725
PARP10	2007
PARP11	1680
PARP12	2303
PARP14	6546
PARP15	3644
PARP16	2150
PARP2	1606
PARP3	1903
PARP4	5177
PARP6	1733
PARP8	2062
PARP9	3194
PARPBP	1521
PARS2	2156
PARVA	5317
PARVB	1129
PARVG	1544
PASD1	3404
PASK	3250
PATE1	827
PATJ	4061
PATL1	3929
PATL2	1742
PATZ1	2888
PAWR	2365
PAX1	2024
PAX2	2050
PAX3	1418
PAX4	1270
PAX5	7578
PAX6	1941
PAX7	3191
PAX8	1862
PAX9	2439
PAXBP1	2620
PAXIP1	3691
PBDC1	941
PBK	1412
PBLD	2087
PBOV1	2306
PBRM1	3497
PBX1	3775
PBX2	2745
PBX3	1607
PBX4	1083
PBXIP1	2501
PC	3556
PCBD1	542
PCBD2	1606
PCBP1	1527
PCBP2	1275
PCBP3	1375
PCBP4	1640
PCCA	1823
PCCB	1641
PCDH1	3804
PCDH10	8310
PCDH11X	4567
PCDH11Y	4510
PCDH12	6362
PCDH15	4275
PCDH17	6056
PCDH18	3977
PCDH19	9556
PCDH20	4578
PCDH7	4855
PCDH8	2980
PCDH9	15565
PCDHA1	5063
PCDHA10	6265
PCDHA11	4260
PCDHA12	5201
PCDHA13	5208
PCDHA2	3484
PCDHA3	5204
PCDHA4	5066
PCDHA5	5184
PCDHA6	876
PCDHA7	5139
PCDHA8	5198
PCDHA9	6396
PCDHAC1	4741
PCDHAC2	5525
PCDHB1	8010
PCDHB10	3095
PCDHB11	3953
PCDHB12	3653
PCDHB13	4861
PCDHB14	4628
PCDHB15	3771
PCDHB16	4801
PCDHB17P	2866
PCDHB18P	2349
PCDHB19P	2171
PCDHB2	3889
PCDHB3	3155
PCDHB4	3606
PCDHB5	3210
PCDHB6	3066
PCDHB7	3540
PCDHB8	2550
PCDHB9	4181
PCDHGA1	4404
PCDHGA10	4368
PCDHGA11	4587
PCDHGA12	2723
PCDHGA2	4558
PCDHGA3	3467
PCDHGA4	4578
PCDHGA5	3838
PCDHGA6	4855
PCDHGA7	4559
PCDHGA8	6280
PCDHGA9	4405
PCDHGB1	4390
PCDHGB2	3233
PCDHGB3	4545
PCDHGB4	4434
PCDHGB5	2934
PCDHGB6	4399
PCDHGB7	4343
PCDHGB8P	2018
PCDHGC3	4104
PCDHGC4	4423
PCDHGC5	4561
PCED1A	1527
PCED1B	1152
PCF11	3914
PCGF1	693
PCGF2	1751
PCGF3	2789
PCGF5	2767
PCGF6	1743
PCID2	1319
PCIF1	2256
PCK1	1836
PCK2	1955
PCLAF	470
PCLO	13046
PCM1	3775
PCMT1	977
PCMTD1	1546
PCMTD2	1944
PCNA	1077
PCNP	1136
PCNT	3883
PCNX1	7044
PCNX2	2475
PCNX4	2462
PCOLCE	1265
PCOLCE2	938
PCP2	405
PCP4	351
PCSK1	4936
PCSK1N	825
PCSK2	1152
PCSK4	2461
PCSK5	5228
PCSK6	4064
PCSK7	3273
PCTP	1791
PCYOX1	3479
PCYOX1L	2350
PCYT1A	3355
PCYT1B	2987
PCYT2	1832
PDAP1	1133
PDC	1004
PDCD1	1897
PDCD10	859
PDCD11	5711
PDCD1LG2	2232
PDCD2	1195
PDCD2L	959
PDCD4	1123
PDCD5	403
PDCD6	916
PDCD6IP	1594
PDCD7	2623
PDCL	2457
PDCL2	700
PDCL3	834
PDE10A	3750
PDE11A	9105
PDE12	3848
PDE1A	2121
PDE1B	2554
PDE1C	4108
PDE2A	2391
PDE3A	5358
PDE3B	4609
PDE4A	3695
PDE4B	2487
PDE4C	5512
PDE4D	3698
PDE4DIP	3643
PDE5A	3861
PDE6A	5198
PDE6B	989
PDE6C	1719
PDE6D	901
PDE6G	428
PDE6H	527
PDE7A	2715
PDE7B	4913
PDE8A	2928
PDE8B	3217
PDE9A	1641
PDF	2659
PDGFA	1756
PDGFB	2533
PDGFC	1878
PDGFD	3722
PDGFRA	4232
PDGFRB	3968
PDGFRL	1677
PDHA1	794
PDHA2	1172
PDHB	1299
PDHX	1193
PDIA2	1429
PDIA3	1662
PDIA3P1	1310
PDIA4	2599
PDIA5	1390
PDIA6	2138
PDIK1L	2711
PDILT	1174
PDK1	2854
PDK2	1169
PDK3	7870
PDK4	3321
PDLIM1	1221
PDLIM2	928
PDLIM3	1414
PDLIM4	1144
PDLIM5	2826
PDLIM7	1390
PDP1	2597
PDP2	2690
PDPK1	4264
PDPN	1776
PDPR	5398
PDRG1	1757
PDS5A	6031
PDS5B	2629
PDSS1	1216
PDSS2	2834
PDX1	2403
PDXDC1	2251
PDXK	2196
PDXP	1555
PDYN	893
PDZD11	813
PDZD2	8393
PDZD3	367
PDZD4	3563
PDZD7	2123
PDZD8	4560
PDZK1	379
PDZK1IP1	631
PDZRN3	3735
PDZRN4	2841
PEA15	1565
PEAK1	5146
PEBP1	1231
PEBP4	698
PECAM1	2820
PECR	1367
PEG10	5315
PEG3	4669
PELI1	2993
PELI2	3223
PELI3	2495
PELO	2969
PELP1	3210
PEMT	820
PENK	999
PEPD	1700
PER1	3580
PER2	5611
PER3	4308
PERM1	1008
PERP	3998
PES1	1717
PEX1	3602
PEX10	1929
PEX11A	1852
PEX11B	1420
PEX11G	878
PEX12	2095
PEX13	2884
PEX14	1696
PEX16	1234
PEX19	2141
PEX2	802
PEX26	4384
PEX3	1957
PEX5	2307
PEX5L	8889
PEX6	3244
PEX7	1146
PF4	573
PF4V1	543
PFAS	3413
PFDN1	1132
PFDN2	392
PFDN4	437
PFDN5	389
PFDN6	462
PFKFB1	1839
PFKFB2	4664
PFKFB3	3121
PFKFB4	2379
PFKL	2712
PFKM	1745
PFKP	2200
PFN1	1090
PFN2	1377
PGA5	1319
PGAM1	1597
PGAM2	637
PGAM5	2422
PGAP1	6631
PGAP2	1293
PGAP3	2420
PGAP4	4025
PGAP6	2400
PGBD1	2900
PGBD4	6404
PGBD5	3224
PGC	1165
PGD	1807
PGF	1291
PGGHG	2604
PGGT1B	1347
PGK1	1884
PGK2	1426
PGLS	804
PGLYRP1	508
PGLYRP2	1166
PGLYRP3	973
PGLYRP4	742
PGM1	2130
PGM2	1661
PGM3	3055
PGM5	2462
PGPEP1	2928
PGPEP1L	829
PGR	5486
PGRMC1	1674
PGRMC2	1447
PGS1	1575
PHACTR1	2498
PHACTR2	3390
PHACTR3	1424
PHACTR4	3321
PHAX	1285
PHB	1199
PHB2	865
PHC1	3624
PHC2	2084
PHC3	2617
PHETA1	2436
PHETA2	2033
PHEX	6088
PHF1	1493
PHF10	2104
PHF11	1092
PHF12	3933
PHF13	3432
PHF14	3170
PHF19	1638
PHF2	5192
PHF20	3470
PHF20L1	3381
PHF21A	2178
PHF21B	1475
PHF23	1671
PHF24	3632
PHF3	5548
PHF5A	809
PHF6	2810
PHF7	948
PHF8	4669
PHGDH	1675
PHIP	11594
PHKA1	4806
PHKA2	3829
PHKB	3021
PHKG1	475
PHKG2	1241
PHLDA1	5567
PHLDA2	720
PHLDA3	1785
PHLDB1	3327
PHLDB2	3972
PHLPP1	3613
PHLPP2	6257
PHOSPHO1	877
PHOX2A	952
PHOX2B	2830
PHPT1	542
PHRF1	5148
PHTF1	1933
PHTF2	2843
PHYH	1268
PHYHIP	2511
PHYHIPL	2149
PHYKPL	1275
PI15	4486
PI16	1685
PI3	352
PI4K2A	3989
PI4K2B	2178
PI4KA	6039
PI4KB	3075
PIANP	2495
PIAS1	2363
PIAS2	1888
PIAS3	2167
PIAS4	1532
PIBF1	2662
PICALM	1693
PICK1	1405
PID1	2171
PIDD1	2495
PIEZO1	5982
PIEZO2	7392
PIF1	1361
PIFO	1391
PIGA	2304
PIGB	1240
PIGC	1263
PIGF	829
PIGG	2340
PIGH	1083
PIGK	1716
PIGL	801
PIGM	6838
PIGN	2430
PIGO	2548
PIGP	659
PIGQ	2240
PIGR	4075
PIGS	2311
PIGT	1866
PIGU	1270
PIGV	1589
PIGX	1366
PIGY	1111
PIGZ	1756
PIH1D1	962
PIH1D2	932
PIH1D3	793
PIK3AP1	3416
PIK3C2A	3746
PIK3C2B	4613
PIK3C2G	986
PIK3C3	2464
PIK3CA	4217
PIK3CB	2752
PIK3CD	5058
PIK3CG	5313
PIK3IP1	2158
PIK3R1	3827
PIK3R2	3742
PIK3R3	4864
PIK3R4	4816
PIK3R5	3419
PIK3R6	2899
PIKFYVE	5908
PILRA	945
PILRB	793
PIM1	2005
PIM2	1848
PIMREG	1274
PIN1	792
PIN1P1	463
PIN4	920
PINK1	2466
PINX1	1069
PIP	379
PIP4K2A	1988
PIP4K2B	3740
PIP4K2C	2333
PIP4P1	1582
PIP4P2	761
PIP5K1A	3089
PIP5K1B	2794
PIP5K1C	4169
PIP5K1P1	1456
PIP5KL1	1111
PIPOX	1941
PIR	1068
PISD	1601
PITHD1	1376
PITPNA	1821
PITPNB	1833
PITPNC1	2450
PITPNM1	2252
PITPNM2	4342
PITPNM3	6902
PITRM1	3127
PITX1	1647
PITX2	1766
PITX3	1226
PIWIL1	1292
PIWIL2	4914
PIWIL4	2530
PJA1	2013
PJA2	4354
PKD1	7083
PKD1L1	8892
PKD1L2	3965
PKD2	3560
PKD2L1	996
PKD2L2	630
PKDCC	1634
PKDREJ	7481
PKHD1	16071
PKHD1L1	4760
PKIA	2182
PKIB	626
PKIG	958
PKLR	2847
PKM	2009
PKMYT1	1456
PKN1	2752
PKN2	3485
PKN3	3193
PKNOX1	2127
PKNOX2	2217
PKP1	4972
PKP2	3484
PKP3	2478
PKP4	3613
PLA1A	1543
PLA2G10	734
PLA2G12A	1379
PLA2G12B	1364
PLA2G15	1974
PLA2G1B	334
PLA2G2A	694
PLA2G2D	2015
PLA2G2E	585
PLA2G2F	3226
PLA2G3	2400
PLA2G4A	2679
PLA2G4C	1928
PLA2G4E	5066
PLA2G5	1647
PLA2G6	1750
PLA2G7	1712
PLA2R1	3733
PLAA	2164
PLAAT1	769
PLAAT2	538
PLAAT3	1113
PLAAT4	552
PLAAT5	2832
PLAC1	638
PLAC8	807
PLAC8L1	1719
PLAC9	331
PLAG1	3386
PLAGL1	1696
PLAGL2	5456
PLAT	1901
PLAU	2144
PLAUR	1088
PLB1	1984
PLBD1	1593
PLBD2	4507
PLCB1	2912
PLCB2	3497
PLCB3	3905
PLCB4	3666
PLCD1	2494
PLCD3	3212
PLCD4	2892
PLCE1	7435
PLCG1	4068
PLCG2	8221
PLCH1	4465
PLCH2	2397
PLCL1	4046
PLCL2	3852
PLCXD1	5118
PLCZ1	822
PLD1	2384
PLD2	2682
PLD3	1567
PLD4	1666
PLD5	2582
PLD6	2378
PLEC	8667
PLEK	2549
PLEK2	1243
PLEKHA1	2203
PLEKHA2	3674
PLEKHA3	2893
PLEKHA4	1766
PLEKHA5	2991
PLEKHA6	3634
PLEKHA7	2645
PLEKHA8	4376
PLEKHA8P1	415
PLEKHB1	1792
PLEKHB2	3404
PLEKHF1	1411
PLEKHF2	1942
PLEKHG1	4899
PLEKHG2	3314
PLEKHG3	1948
PLEKHG4	2645
PLEKHG4B	12412
PLEKHG5	3721
PLEKHG6	2213
PLEKHH1	6415
PLEKHH2	3326
PLEKHH3	2466
PLEKHJ1	1000
PLEKHM1	3066
PLEKHM2	3064
PLEKHN1	2531
PLEKHO1	1814
PLEKHO2	3075
PLEKHS1	1784
PLG	789
PLGLB1	1877
PLGLB2	2816
PLGRKT	723
PLIN1	1475
PLIN2	1642
PLIN3	2000
PLK1	1805
PLK2	2380
PLK3	2102
PLK4	2733
PLK5	1658
PLLP	1357
PLN	2789
PLOD1	2669
PLOD2	2747
PLOD3	2148
PLP1	563
PLP2	903
PLPBP	1341
PLPP1	1291
PLPP2	1115
PLPP3	2969
PLPP4	1321
PLPP5	1135
PLPP7	1865
PLPPR1	2277
PLPPR2	2392
PLPPR3	966
PLPPR4	4610
PLPPR5	3783
PLRG1	1054
PLS1	1984
PLS3	2728
PLSCR1	832
PLSCR2	1241
PLSCR3	1343
PLSCR4	1459
PLTP	1664
PLVAP	2058
PLXDC1	1567
PLXDC2	5026
PLXNA1	8852
PLXNA2	9964
PLXNA3	4453
PLXNA4	11914
PLXNB1	5884
PLXNB2	6161
PLXNB3	5507
PLXNC1	6140
PLXND1	4439
PM20D1	1241
PM20D2	4503
PMAIP1	1396
PMCH	554
PMCHL1	693
PMCHL2	1153
PMEL	592
PMEPA1	2413
PMF1	862
PMFBP1	3227
PML	3241
PMM1	1029
PMM2	1717
PMP2	3324
PMP22	1527
PMPCA	1364
PMPCB	1445
PMS1	1084
PMS2	3276
PMS2P1	1028
PMS2P2	928
PMS2P3	831
PMS2P4	501
PMS2P5	319
PMVK	802
PNCK	723
PNISR	1968
PNKD	1770
PNKP	1276
PNLDC1	1615
PNLIP	800
PNLIPRP1	1030
PNLIPRP2	911
PNLIPRP3	2174
PNMA1	2402
PNMA2	3428
PNMA3	3427
PNMA5	2977
PNMA6A	2009
PNMA8A	3466
PNMA8B	4477
PNMT	758
PNN	1731
PNO1	1584
PNOC	815
PNP	1243
PNPLA2	2170
PNPLA3	2136
PNPLA4	976
PNPLA5	2337
PNPLA6	2004
PNPLA8	2131
PNPO	2451
PNPT1	3415
PNRC1	1679
PNRC2	1479
POC1A	1747
POC5	1272
PODN	2797
PODNL1	1714
PODXL	4297
PODXL2	1975
POF1B	2417
POFUT1	3629
POFUT2	1708
POGK	4726
POGLUT1	2359
POGLUT2	1829
POGLUT3	3277
POGZ	3870
POLA1	5044
POLA2	2069
POLB	860
POLD1	2854
POLD2	1393
POLD3	2156
POLD4	698
POLDIP2	2024
POLDIP3	2850
POLE	6653
POLE2	1300
POLE3	1911
POLE4	410
POLG	3991
POLG2	1246
POLH	2931
POLI	1864
POLK	2473
POLL	1877
POLM	1987
POLQ	7676
POLR1A	6595
POLR1B	2667
POLR1C	1028
POLR1D	1093
POLR1E	1657
POLR2A	6068
POLR2B	3265
POLR2C	1466
POLR2D	2351
POLR2E	770
POLR2F	416
POLR2G	597
POLR2H	687
POLR2I	291
POLR2J	727
POLR2J2	1456
POLR2J4	283
POLR2K	742
POLR2L	665
POLR2M	1034
POLR3A	6366
POLR3B	3233
POLR3C	1780
POLR3D	1383
POLR3E	1461
POLR3F	1956
POLR3G	1376
POLR3GL	980
POLR3H	2344
POLR3K	1167
POLRMT	2265
POM121	5163
POM121L1P	1734
POM121L2	2908
POM121L9P	4818
POMC	928
POMGNT1	2502
POMGNT2	2347
POMK	1656
POMP	1140
POMT1	2195
POMT2	2472
POMZP3	1276
PON1	1746
PON2	1364
PON3	991
POP1	3446
POP4	545
POP5	746
POP7	650
POPDC2	1322
POPDC3	909
POR	2190
PORCN	1345
POSTN	2932
POT1	2100
POTEH	1758
POU1F1	783
POU2AF1	2369
POU2F1	8483
POU2F2	2477
POU2F3	2005
POU3F1	2765
POU3F2	4685
POU3F3	4260
POU3F4	3638
POU4F1	4339
POU4F2	2944
POU4F3	2375
POU5F1	855
POU5F2	8181
POU6F1	1799
POU6F2	1666
PP2D1	1483
PPA1	959
PPA2	772
PPAN	1307
PPARA	4720
PPARD	3518
PPARG	1506
PPARGC1A	2303
PPARGC1B	8144
PPAT	3324
PPBP	1107
PPBPP2	1162
PPCDC	902
PPCS	816
PPDPF	563
PPEF1	2487
PPEF2	3963
PPFIA1	3015
PPFIA2	1103
PPFIA3	1638
PPFIA4	5872
PPFIBP1	3099
PPFIBP2	2371
PPHLN1	1226
PPIA	503
PPIB	881
PPIC	1164
PPID	1414
PPIE	1061
PPIF	1577
PPIG	1756
PPIH	550
PPIL1	1315
PPIL2	2694
PPIL3	806
PPIL4	2242
PPIP5K1	3211
PPIP5K2	1858
PPL	5984
PPM1A	1973
PPM1B	1585
PPM1D	2411
PPM1E	6360
PPM1F	2948
PPM1G	2015
PPM1H	6254
PPM1K	2275
PPM1L	4396
PPM1M	1858
PPM1N	732
PPME1	2173
PPOX	1235
PPP1CA	1209
PPP1CB	1932
PPP1CC	1423
PPP1R10	2573
PPP1R11	1522
PPP1R12A	2163
PPP1R12B	5026
PPP1R12C	2219
PPP1R13B	3651
PPP1R13L	1551
PPP1R14A	372
PPP1R14B	671
PPP1R14C	2019
PPP1R14D	557
PPP1R15A	2150
PPP1R15B	5059
PPP1R16A	1634
PPP1R16B	6059
PPP1R17	769
PPP1R18	2181
PPP1R1A	1628
PPP1R1B	1288
PPP1R1C	442
PPP1R2	1708
PPP1R21	2122
PPP1R26	4305
PPP1R27	690
PPP1R2B	2034
PPP1R2C	598
PPP1R2P2	413
PPP1R32	1063
PPP1R35	726
PPP1R36	896
PPP1R3A	1859
PPP1R3B	4646
PPP1R3C	2341
PPP1R3D	3443
PPP1R3E	2032
PPP1R3F	947
PPP1R7	1111
PPP1R8	1521
PPP1R9A	5722
PPP1R9B	4012
PPP2CA	1183
PPP2CB	1692
PPP2R1A	1689
PPP2R1B	2768
PPP2R2A	1249
PPP2R2B	2162
PPP2R2C	1445
PPP2R2D	1655
PPP2R3A	4965
PPP2R3B	1992
PPP2R3C	1242
PPP2R5A	3024
PPP2R5B	2310
PPP2R5C	1789
PPP2R5D	2557
PPP2R5E	2797
PPP3CA	2081
PPP3CB	2233
PPP3CC	1247
PPP3R1	1999
PPP3R2	1745
PPP4C	1092
PPP4R1	1881
PPP4R1L	1712
PPP4R2	1929
PPP4R3A	2239
PPP4R3B	4113
PPP4R3C	2935
PPP4R4	1776
PPP5C	1901
PPP6C	3300
PPP6R1	3708
PPP6R2	3231
PPP6R3	2514
PPRC1	4955
PPT1	1591
PPT2	1701
PPTC7	4750
PPWD1	1704
PPY	303
PPY2P	457
PQBP1	757
PRAC1	195
PRADC1	890
PRAF2	1040
PRAG1	4645
PRAM1	1995
PRAME	1941
PRAMEF1	1543
PRAMEF2	1442
PRAP1	592
PRB1	891
PRB3	626
PRB4	552
PRC1	2201
PRCC	1551
PRCP	2079
PRDM1	3499
PRDM10	4623
PRDM11	2824
PRDM12	2278
PRDM13	3032
PRDM14	1150
PRDM15	3825
PRDM16	3955
PRDM2	4426
PRDM4	3808
PRDM5	2481
PRDM6	8947
PRDM7	1457
PRDM8	1858
PRDM9	1729
PRDX1	744
PRDX2	719
PRDX3	1349
PRDX4	756
PRDX5	618
PRDX6	1139
PREB	1881
PRELID1	884
PRELID2	945
PRELID3A	932
PRELID3B	1279
PRELP	5569
PREP	3066
PREPL	3484
PREX1	6485
PREX2	7041
PRF1	2178
PRG2	1032
PRG3	669
PRG4	4363
PRH1	332
PRH2	1297
PRICKLE1	3356
PRICKLE2	6322
PRICKLE3	2547
PRICKLE4	2250
PRIM1	1319
PRIM2	1839
PRIMA1	3449
PRIMPOL	1364
PRKAA1	1746
PRKAA2	9155
PRKAB1	1483
PRKAB2	2893
PRKACA	2101
PRKACB	3333
PRKACG	1385
PRKAG1	1415
PRKAG2	2247
PRKAG3	1470
PRKAR1A	1797
PRKAR1B	2009
PRKAR2A	3956
PRKAR2B	2512
PRKCA	4762
PRKCB	4736
PRKCD	2123
PRKCE	2647
PRKCG	1040
PRKCH	2650
PRKCI	4082
PRKCQ	3013
PRKCSH	1600
PRKCZ	1694
PRKD1	3164
PRKD2	2028
PRKD3	3622
PRKDC	13010
PRKG1	3388
PRKG2	2211
PRKN	2766
PRKRA	1500
PRKRIP1	1956
PRKX	2583
PRKY	1216
PRL	788
PRLH	103
PRLHR	5187
PRLR	4027
PRM1	210
PRM2	501
PRM3	239
PRMT1	1144
PRMT2	1293
PRMT3	1975
PRMT5	1286
PRMT6	2421
PRMT7	1459
PRMT8	2199
PRMT9	2954
PRND	3781
PRNP	1924
PROC	1386
PROCA1	1336
PROCR	1122
PRODH	1780
PRODH2	872
PROK1	1193
PROK2	1355
PROKR1	2345
PROKR2	955
PROM1	2918
PROM2	4170
PROP1	1003
PRORP	2050
PROS1	2910
PROSER1	3936
PROSER3	1677
PROX1	2289
PROZ	956
PRPF18	1313
PRPF19	1874
PRPF3	2155
PRPF31	1404
PRPF38A	1692
PRPF38B	2693
PRPF39	2009
PRPF4	2669
PRPF40A	2568
PRPF40B	2440
PRPF4B	5027
PRPF6	2847
PRPF8	6858
PRPH	430
PRPH2	2801
PRPS1	1632
PRPS1L1	817
PRPS2	1792
PRPSAP1	1160
PRPSAP2	1103
PRR11	1809
PRR12	6564
PRR13	804
PRR14	1850
PRR15	644
PRR15L	1324
PRR16	1405
PRR22	1173
PRR29	2632
PRR3	1761
PRR35	2045
PRR36	4267
PRR4	385
PRR5	1574
PRR5L	958
PRR7	1134
PRRC1	2309
PRRC2A	6482
PRRC2B	3777
PRRC2C	6550
PRRG1	2091
PRRG2	1195
PRRG3	5777
PRRG4	5343
PRRT1	1668
PRRT2	2067
PRRX1	2807
PRRX2	1105
PRSS1	779
PRSS12	4062
PRSS16	1319
PRSS2	595
PRSS21	802
PRSS22	1124
PRSS23	2582
PRSS27	1138
PRSS3	586
PRSS30P	1251
PRSS35	2244
PRSS36	2253
PRSS37	980
PRSS3P2	544
PRSS40A	1001
PRSS47	524
PRSS50	2760
PRSS54	1355
PRSS55	1132
PRSS58	818
PRSS8	1634
PRTFDC1	1072
PRTN3	816
PRUNE1	2019
PRUNE2	7473
PRX	4761
PRXL2A	2072
PRXL2B	2462
PRXL2C	2322
PRY	1095
PSAP	1780
PSAT1	1934
PSCA	744
PSD	1367
PSD2	4326
PSD3	6058
PSD4	3629
PSEN1	2746
PSEN2	1475
PSENEN	510
PSG1	1360
PSG11	913
PSG2	693
PSG3	1352
PSG4	866
PSG5	1040
PSG6	1130
PSG7	1363
PSG9	1458
PSIP1	1938
PSKH1	3249
PSKH2	1102
PSMA1	1226
PSMA2	1197
PSMA3	749
PSMA4	683
PSMA5	1428
PSMA6	769
PSMA7	763
PSMA8	1080
PSMB1	693
PSMB10	771
PSMB11	1649
PSMB2	1782
PSMB3	554
PSMB4	718
PSMB5	838
PSMB6	623
PSMB7	776
PSMB8	942
PSMB9	601
PSMC1	735
PSMC2	1654
PSMC3	997
PSMC3IP	1148
PSMC4	1378
PSMC5	1085
PSMC6	936
PSMD1	2999
PSMD10	981
PSMD11	1929
PSMD12	1869
PSMD13	1356
PSMD14	1323
PSMD2	2632
PSMD3	1949
PSMD4	1142
PSMD5	2584
PSMD6	1163
PSMD7	1143
PSMD8	1015
PSMD9	878
PSME1	764
PSME2	587
PSME3	1984
PSME3IP1	1021
PSME4	6205
PSMF1	988
PSMG1	656
PSMG2	839
PSMG3	801
PSORS1C1	978
PSORS1C2	895
PSPC1	1806
PSPH	1780
PSPN	276
PSRC1	1384
PSTK	898
PSTPIP1	1692
PSTPIP2	2677
PTAFR	3392
PTBP1	2356
PTBP2	1829
PTBP3	4805
PTCD1	3141
PTCD2	2751
PTCD3	1384
PTCH1	4818
PTCH2	4176
PTCHD1	12683
PTCRA	559
PTDSS1	1450
PTDSS2	1827
PTEN	3542
PTENP1	1015
PTER	1962
PTGDR	2757
PTGDR2	2681
PTGDS	607
PTGER1	1213
PTGER2	2187
PTGER3	3325
PTGER4	2219
PTGES	1555
PTGES2	1380
PTGES3	1560
PTGFR	4330
PTGFRN	5921
PTGIR	1813
PTGIS	5370
PTGR1	1076
PTGR2	1488
PTGS1	2961
PTGS2	2041
PTH	595
PTH1R	1870
PTH2	260
PTH2R	2513
PTHLH	1105
PTK2	2201
PTK2B	3042
PTK6	2600
PTK7	3864
PTMA	963
PTMS	782
PTN	1282
PTOV1	1165
PTP4A1	2704
PTP4A2	1005
PTP4A3	1031
PTPA	1718
PTPDC1	4073
PTPMT1	1127
PTPN1	3548
PTPN11	3363
PTPN12	1999
PTPN13	8051
PTPN14	8557
PTPN18	2286
PTPN2	1432
PTPN20	1608
PTPN21	4916
PTPN22	2143
PTPN23	4829
PTPN3	6456
PTPN4	1743
PTPN5	2596
PTPN6	1686
PTPN7	1968
PTPN9	3870
PTPRA	2177
PTPRB	6387
PTPRC	2629
PTPRCAP	707
PTPRD	4045
PTPRE	3766
PTPRF	6464
PTPRG	6106
PTPRH	1406
PTPRJ	6555
PTPRK	3574
PTPRM	3549
PTPRN	3113
PTPRN2	4492
PTPRO	2828
PTPRR	1995
PTPRS	4032
PTPRT	12253
PTPRU	5150
PTPRVP	3947
PTPRZ1	4599
PTRH1	743
PTRH2	790
PTS	650
PTTG1	526
PTTG1IP	2368
PTTG2	531
PTTG3P	406
PTX3	1684
PUDP	1940
PUF60	1451
PUM1	3457
PUM2	3277
PUM3	1931
PURA	11311
PURB	9032
PURG	689
PUS1	1339
PUS10	2437
PUS3	974
PUS7	2240
PUS7L	3934
PUSL1	997
PVALB	351
PVR	3194
PVRIG	1416
PWP1	1439
PWP2	408
PWWP2A	2352
PWWP2B	2367
PWWP3A	2186
PWWP3B	3977
PXDC1	1649
PXDN	4976
PXDNL	4607
PXK	2305
PXMP2	760
PXMP4	3171
PXN	2784
PXT1	1146
PXYLP1	1815
PYCARD	557
PYCR1	1401
PYCR2	1461
PYCR3	2238
PYDC2	125
PYGB	3900
PYGL	2507
PYGM	2666
PYGO1	3595
PYGO2	2980
PYHIN1	1543
PYM1	901
PYROXD1	2570
PYROXD2	1608
PYY	381
PYY2	876
PZP	4314
QARS1	1619
QDPR	1264
QKI	1496
QPCT	1319
QPCTL	1763
QPRT	1519
QRFPR	2139
QRICH1	2033
QRICH2	3766
QRSL1	3712
QSER1	7224
QSOX1	3406
QSOX2	3874
QTRT1	1134
QTRT2	1870
R3HCC1	1366
R3HCC1L	3178
R3HDM1	2597
R3HDM2	2977
R3HDM4	1565
R3HDML	1184
RAB10	1381
RAB11A	850
RAB11B	1372
RAB11FIP1	4829
RAB11FIP2	2229
RAB11FIP3	3267
RAB11FIP4	2679
RAB11FIP5	4285
RAB12	1903
RAB13	1019
RAB14	2291
RAB17	1370
RAB18	1154
RAB1A	1644
RAB1B	1616
RAB20	1307
RAB21	1939
RAB22A	8246
RAB23	2985
RAB24	1128
RAB25	824
RAB26	1474
RAB27A	1544
RAB27B	2552
RAB28	1546
RAB29	2265
RAB2A	932
RAB2B	1910
RAB30	2725
RAB31	2847
RAB32	865
RAB33A	745
RAB33B	3673
RAB34	1217
RAB35	2019
RAB36	3165
RAB38	1232
RAB39A	1685
RAB39B	3213
RAB3A	1296
RAB3B	12580
RAB3C	1081
RAB3D	4040
RAB3GAP1	3890
RAB3GAP2	6424
RAB3IL1	2010
RAB3IP	1002
RAB40A	1769
RAB40B	1373
RAB40C	2217
RAB42	1378
RAB4A	1203
RAB4B	948
RAB5A	1796
RAB5B	2962
RAB5C	1389
RAB5IF	868
RAB6A	2175
RAB6B	1709
RAB6C	2873
RAB6D	2832
RAB7A	1733
RAB8A	1766
RAB8B	1584
RAB9A	1063
