genes	453W	684C	CR3L	FLWA	FY2H	CYFZ	925L	9JD4	G4YW	4DUY	CZJE	36TS
BRF2	10.437221	6.36005	7.847282	12.91529	4.634822	9.774822	8.43213	9.20005	11.111908	9.235934	7.70382	7.94837
RAB11FIP1	24.516842	24.83879	28.022467	25.53748	28.786063	21.2012383	27.058568	22.818191	28.175298	33.538124	39.364827	36.444359
RP11-205M5.3	9.79401	13.3257	0.715267	12.9218	12.3775	5.00011	4.34756	11.6083	8.82882	4.23227	1.39399	0
EIF4EBP1	24.3521	37.7477	35.5657	31.80669	50.9885	34.57782	28.4291	29.7474	31.5676	18.99909	32.2282	30.8673
ASH2L	47.19436232	53.079479	33.484985	41.504429186328	46.180547	30.83893	43.965461	32.858951	35.1116878	47.45274	32.08386463	28.295811
STAR	1.446381	0.669313	0.0861673	0.402802	0.39209	0.688769	0.256487	0.642305	0.196245	0	0.0992834	0.0522794
LSM1	19.89105	26.748722	22.561509	25.453544	34.84438	37.64443	21.233606	24.176103	26.722414	19.369837	32.438239	31.483871
BAG4	20.5545753	29.906453	20.251849	16.76771	20.00378	18.021568	17.607165	16.510041	17.182816	19.992718	14.7068104	22.19072
DDHD2	45.740454	34.819991175271	41.635890236	32.694371	32.893472	45.227667	52.42800128178	38.728536	40.936427	42.12884242885	36.9650830394203	32.9997561
PLPP5	55.5387	98.079736	82.59026	56.417802	71.134312	64.082336	124.24479	58.028221	51.65457	54.770409	67.558614	32.751346083
NSD3	49.203532	57.195263	63.927209	43.970055	47.25349	45.58258083	57.631195	47.2572540019611	46.446609	43.01333	55.987805	44.27264
LETM2	4.740719028546	4.3148665	4.2753009	6.16215	5.0464814	4.4116186	3.705556	4.6879328	4.22184479	7.5540306164	4.408627	7.1105281
FGFR1	13.650286	9.000902	10.2657635	5.308585030604	2.60771303	5.0695942145	8.486722	3.309424	5.122258	8.496683133	4.9516	12.4450934
TACC1	45.5189644	33.046526	36.8525692840141	40.150738	30.43511481447	39.392632	39.4278049	35.412127	37.5481300566474	40.395446	40.5392562	38.028582
RP11-723D22.3	12.7689	3.75782	7.49076	7.07716	5.13249	7.13159	6.71417	3.89217	8.15658	4.9744	2.3003	5.4915
PLEKHA2	16.28056	17.5319697	16.934663	15.292159	10.4103367	18.8552122	18.0554993	11.250952	8.675437	11.4931926	18.414316	10.8935413
CTD-2544N14.3	6.1205	8.37297	2.02336	10.6976	6.37144	10.0115	0.942609	5.14652	0.99111	0.861262	4.6339	0
HTRA4	1.3813	0.897592	0.801891	1.0925	1.18827	1.4829	2.81564	1.37945	2.15	1.32378	0.3448	0.738601
TM2D2	33.15786	30.042243	21.681421	28.883236000342	24.709283	30.576867	34.758621	31.067031	22.696703	46.366945	27.00273898	26.398743
ADAM9	28.879029	17.22711	28.863288	24.008641244	27.784645	13.247241	16.864624	14.714545	15.623614826	18.513359	15.485620540825	18.385295
ADAM32	2.593533645	1.844298	2.412849	2.17842	2.64101	1.3404	1.97165	1.0613039	1.43735	1.324849	1.4093	1.545962
IDO1	2.32891	4.747737	1.93823	3.79018	6.811741	4.238535	2.521078	2.494156	0.284134	3.5291888	4.408027	0.750952
IDO2	0.69591	0.440282	0.549342	0.629199	0.510791	1.213554	0.66264	0.671984	0.908044	0.329622	1.06731447	0.445647
ZMAT4	0.504973	0	14.746938	1.84767	1.069139	0.133781	1.757992	0.974533	2.393997	4.135164	7.04091800383774	1.5748389
GOLGA7	153.61087	119.071827	101.184811	134.188342	104.33085	108.95791	90.67305	85.89946	95.97864	97.05006	131.36264	88.484992
GINS4	5.948157	5.564846548652	5.035605	2.22313958863	5.749322	5.28064	6.109434	7.242542	5.7868757	5.702361	4.533839	3.635990781
GPAT4	105.955673	107.866011	86.28587	100.91372	77.7636	77.725458	82.007258	92.172419	74.809899	105.28301	80.21297	89.030981
RP11-360L9.8	8.88608	7.80297	5.10594	3.57866	5.25275	6.79994	6.14954	4.99329	5.19428	7.16364	2.0778	5.82697
ANK1	4.956269	2.3695569	3.857008	3.184393	12.015353	7.653482	7.916725	9.437478853	3.669016	3.5109441	6.270141869	6.6182215
RP11-930P14.2	1.68223	1.60213	2.81282	1.39972	3.2825	1.38152	1.89411	2.04454	2.90225	1.85593	2.5693	2.55807
KAT6A	10.8268934	14.156683960832	19.654871036	19.3937455237646	10.0148442763	13.5826927644827	21.94029748	17.437321139	17.820378699	23.8557221	25.3308349749	13.093265952
RP11-589C21.6	28.6928	6.52184	33.0805	2.73364	3.69805	5.78703	3.80605	4.17554	4.26526	4.76935	19.0341	18.4041
RP11-589C21.5	0.227478	2.38608	2.76739	1.23186	0.683746	1.41733	0.705217	1.34516	0.106247	0.723446	3.06526	0.434244
AP3M2	31.190391	48.355241	31.2580818	33.9695413	28.8265414	24.891776	19.2733998	16.43818431797	13.618296	17.612978	45.777539	29.486850007147
IKBKB	59.5499985006291	66.32764522	64.7648960007695	49.9224966247	37.690814	41.6776400013876	51.022099	63.682465	47.247999	49.64093815712	51.479212	39.0479588522871
POLB	23.86432427	29.9118073	25.089923	34.980208	31.632176	39.051383	39.325637211	30.692615	38.845071	35.766424	46.35611138	29.99337115016
VDAC3	303.238901	345.78277	249.379056	316.080565	270.020550500264	303.75413	226.159284	258.012541	258.621824	253.54824	279.9704472	209.718953
SLC20A2	28.638266	17.373352	20.613614	30.207306	21.881671	24.160229	19.561143	15.579323	22.789286	17.74101	11.886978	18.252978
SMIM19	23.123586	28.14184	11.82766	34.505153	26.872706	24.542711	19.444518	23.81435	37.479848	25.18186	38.81043	16.49508
THAP1	16.1411	30.357209	11.588571	20.922181	15.27975	20.8516	11.7934823	16.849021	13.015586	21.81662	13.964803	12.92925
RNF170	19.256855	16.659662	12.985724	19.22918	23.660741	16.923433	24.201615	18.272943	19.5171309	20.090166	24.69514	13.310529
HOOK3	28.071163	17.45623	28.013619	27.90855	25.98476	17.821604	26.57024	22.493952	27.152016	23.53644	13.52018	18.654658
FNTA	45.630116	44.701888	29.19461	37.144231	29.698465	37.236701	46.273055	53.94897	59.563184	49.587992	29.0184776423	30.601846
POMK	5.16321	3.8492539	6.17899	3.359352	3.59198	4.531951	8.15301	3.201321	4.35898	3.84516	3.78779	4.168264
HGSNAT	20.698859	18.154038	26.28795	21.004052	20.371136	18.736692	23.793988	19.0950745	12.35487	14.343398	16.4085783680336	15.851183
SPIDR	68.7287739	53.408549	64.628882	84.5515340016356	62.491434874	72.571608	85.622849	65.3451010138193	69.640836	68.2359170005673	62.959729	48.8828936
CEBPD	4.5015	1.06698	8.58059	8.87297	1.8326	0.601132	18.1449	20.8325	26.5854	18.059	1.01043	1.0337
PRKDC	21.575975	25.68889	34.801632	27.8216218	18.68416376788	18.576139	20.60501948	18.809066	20.490799	13.188508	18.173262	23.777754
MCM4	11.395717	17.31883495	15.653146	7.325591	8.901491	12.17953	7.189019	9.8452827	6.871114	25.076736	14.20282	11.210819
UBE2V2	128.25776	115.502058027	90.895142	107.096096	109.195306	123.051641	56.4689287	74.894106	67.521509	73.7721152	96.210599271	57.0869764
PCMTD1	46.57042	47.137549	57.958937	43.293186	50.641642	57.028744	65.954909	56.9886600006079	51.380542	60.155566	49.179792	51.293177
RP11-110G21.1	7.217707	6.420026	4.193725	6.042001	6.857808	4.157988	9.11285	7.580261	6.367383	4.56863	3.269407	2.615899
ST18	2.96045	2.602261	1.6030119	2.31112	2.55128	0.996838	2.2461764	1.5869738	3.406675503647	1.53860622525702	0.763311	3.0986786
RB1CC1	23.778482	20.13412	30.81641	21.00009885	26.39498	24.451845	29.85095	27.247035	17.69427	21.284601612	29.40127	21.895099
ATP6V1H	52.2102170069804	58.223883	40.95586000532	64.238658	56.069179	48.441544	50.445318937	39.202297	62.150874	64.195231	53.874697	60.057552
TCEA1	91.388589	80.942026	73.280353	77.167713	79.37155	87.8864416676	76.164346	75.012922	72.347965	82.749244	109.040085	61.8484690073076
LYPLA1	125.569125	120.23723920968	124.982	117.3872891	110.872327	101.782945	103.937488	112.117430000531	131.403226	126.994164061719	144.348125203378	119.410332
MRPL15	40.5896	58.2161	33.1168	52.5396	71.2863	53.1375	43.71562	44.7577	48.29094	45.517	48.0443	32.10644
TMEM68	18.9269431361	27.423359482	14.0477250599026	16.540478359	14.885342	18.574772	20.021146251708	19.036745	15.30037575362	20.94732928	14.16162662	17.072474
TGS1	14.08155	12.81758	13.1597175	7.450287	11.83003	13.126204	12.871174	12.437067	10.7192000003331	12.4154	8.77099	8.21689
LYN	49.358102	28.418743	54.31747	65.265751	56.20196	26.498591	55.15047	77.53729	101.201181	65.345187	48.19002	53.26237
RP11-318K15.2	6.82609	5.26878	10.3269	8.05523	5.0759	6.89169	14.309	1.24137	1.63758	2.74232	5.06999	2.97811
SNORA1	0	0	0	0	0	0	4.93022	0	0	0	0	0
RN7SL798P	34.0528	19.3388	28.7719	17.1979	26.9865	18.1846	30.5115	3.93672	16.1402	5.63261	16.4499	19.8077
RPS20	152.87223	143.4997	106.948263	299.01704	129.8959	182.35221	212.63521	285.54086	237.68546	194.7885041162	165.04468	196.9120555
PLAG1	2.754216	3.213472	3.50831	3.390209	1.521854	1.607431	2.323985	2.009348	2.132282	3.031455	2.91838	1.473444
CHCHD7	78.975737	89.290539358	94.552033381	65.2149061040473	81.909246	63.44607044	53.2742800025098	78.263509579	71.698072	75.088025	85.6431719	49.7894423122
SDR16C5	0	0	0	0	0	0.465036	0.389962	0	0.435807	0	0.2171549	0
RP11-17A4.2	3.00951	2.9516	5.02527	3.4004	2.46097	2.77478	5.48359	3.65496	2.94974	3.38636	3.11541	3.51074
LINC00968	2.708881	3.251431	4.01421	7.78668	5.70458	1.932994171786	2.270184306116	1.299427	4.815523	1.636335	0.584702	1.08645
IMPAD1	12.29328	5.3317	9.545297	8.07165	7.2082	3.673537	9.37896	5.91493	7.056657	5.035041	9.28494	6.47812
FAM110B	3.109522	1.43089	2.84042	2.21539	1.4395	5.29608	1.48276	1.478335	3.95273	1.9625441	2.45722	3.346578
UBXN2B	41.06607	32.3501	29.89944	32.43801	33.11259	26.88431	31.05069	24.76436	32.629809	29.05911	36.9672	21.43509
SDCBP	733.785266	646.129981	666.227061	648.4382861	671.722025	508.27264	414.592847	367.040949	469.955417	524.150222	683.47958	521.832735
NSMAF	93.173837	80.1662120079405	86.41441	81.43853299	73.5454091	83.954092	91.334392	81.240943	78.20716	82.78191	80.94812	69.30148
TOX	16.9014	7.19354	12.5157	9.28651	5.71804	12.5649	7.54704	9.2394	9.72566	7.82619	12.7307	9.56531
RP11-25K19.1	4.684273	4.99721	0.551747	4.59012	3.875114	5.919648	4.22085	4.142030284092	4.8655	2.193315	2.39808	3.0249196
CA8	0.727517	2.398678	2.62622	10.49318	1.592536	2.865273	3.350628	3.51915	1.220956	4.826457	0.7619461655	1.865082
RAB2A	116.21077	111.98113726	134.261099733	115.095319	124.97140592	83.7481045	120.391737	89.7290693	100.136902	97.5042000515822	82.071706	99.644574
RP11-91I20.3	1.787531	0.946731	1.23127	0.835077	1.2964	1.458356	1.214568	1.151763	0.877389	1.490409	2.322365	1.05009
CHD7	13.241326	16.344328	20.506208	19.079993	14.293195	15.439733	20.974692	21.4038173	15.7075431	14.410791	27.45109	12.813648
AC022182.1	3.994398	5.006941	8.640856	2.95836	0.673085	2.898037	7.670994	3.850053	3.738967	2.199404	2.558562	0.975777
AC022182.3	7.2996	4.72128	8.32268	9.30305	4.40814	3.83386	9.73396	5.81503	5.30194	4.63741	5.19909	4.06325
ASPH	18.8164732	18.6861025321	18.9494863182625	14.887443	19.4329180644	20.4111843	17.4682598	16.442204	12.18035497955	11.4523569	22.8695832376937	17.6639299
UG0898H09	1.29545	1.1836	2.12373	0.75757	0.83433	1.31077	2.31239	1.33143	1.61941	1.56931	1.272	1.41542
RP11-659E9.2	3.8594	6.04435	10.127	3.60632	4.47628	8.23937	7.06689	3.07946	6.00165	2.84437	7.23287	4.73822
GGH	7.000453	5.93763	7.58686	3.10475	6.77420041	2.313112	5.367104	5.245729	6.959224	10.126837	4.671024	5.350839
YTHDF3	65.9724154	50.3270118032907	74.6420017387408	47.9169681037742	57.9393010345448	53.6464354471347	57.0456811844487	40.5781870950414	44.3461665845696	67.199038142644	69.0171230298244	78.5421438932841
RP11-16E18.3	0.571147	3.18113	1.66633	0.844311	0.0477306	1.53086	1.27869	0.866093	0.845455	2.77281	1.41087	0.817757
CYP7B1	0	0.966168	0	0.0433919	0	0.137035	0.773383	0.200292	0	0	0.882999	0.2303125
CTD-3025N20.3	6.3668	16.7015	2.98447	2.15864	0.439447	5.70601	7.71402	4.1913	10.0325	5.62187	5.89236	2.30446
ARMC1	17.602615	17.865257	11.649161	11.3662	10.528329	20.2885	25.40965	21.43221	23.1311748	19.64964	20.254616	18.296627
MTFR1	33.166855	15.567352	37.212895	19.823957	24.7358280014578	27.611003	23.272036	19.522125	25.699876	27.495936	14.704403	12.330371
RP11-707M3.3	10.6353	56.5197	14.0227	29.8051	20.0641	26.2256	23.1913	28.2167	21.2403	19.8029	36.9751	1.50026
PDE7A	29.212785	20.855181	29.204063	26.08697	15.049813	21.786852	28.202469	31.709508	30.141785	22.442454	20.267418	15.842567
DNAJC5B	0.204709	2.4138857	1.313896	0.823122	0.449374	0.284574	0.598627	0.156485	1.863507	0.442137	1.459346	0.7632973158958
RRS1	9.04529	9.6221	12.5974	12.2832	10.7894	7.81022	9.843	16.0496	15.1155	17.2154	17.6267	12.5722
ADHFE1	48.579656	31.540841	34.99675215487	42.051201	23.460276	25.246442	36.947569	22.327233946	41.6448	47.502732	26.450809	22.181269
C8orf46	18.1198605	5.625699	4.752331	1.977287	11.02584	0.2755780023498	3.041361	2.672021	13.368851	3.998341	0.942529	3.2197771
MYBL1	12.650234	9.552417	10.32769	10.511542	5.8012553	10.723349	10.103769	13.853442	8.018521	7.773051	5.689385	7.418679
VCPIP1	12.703	13.47	12.9505	10.2691	15.583	14.6217	18.3528	17.0135	16.0425	20.3183	12.1556	14.7463
C8orf44-SGK3	2.93776	0.2425032884	9.04035	5.637562	2.11789	1.814985	4.84011	2.89958	12.256084	7.44766	0.15085	13.0836
C8orf44	5.065208	8.37886	3.872475	4.065686	3.95727	5.89869	11.223959	6.071932	5.830122	8.53843	3.697772	3.992592
SGK3	42.065293	45.20699	33.6881356355	36.637881	30.6116660482242	31.840498	30.812955	36.284901	19.71054839	31.79857514803	39.824072	19.0039754
SNHG6	27.00472	29.902401	37.50282	40.152	33.22422	40.65466	37.73586	36.37389	57.51271	36.184451	46.09652	40.87196
COPS5	107.316904	109.851183	87.03103	97.66164	71.0320449	97.870913	89.637948	104.860612	105.00832	104.92746	116.15196	90.9891
CSPP1	7.073267	11.241309	13.704382	11.04532	7.5152326	10.186568	10.677976	7.940141	11.3746258	9.891016	9.173688	8.080437
ARFGEF1	17.090576	17.211086	15.20999	27.4220842	17.542956	16.216951	17.766944	22.153131	20.70051	16.734448	11.879192	16.588675509
PREX2	0.1785942	0.1286535	0.461717	0.1036766	0.1811304	0.1820698	0.1387502	0.0930846	0.120601	0.2092341	0.0990208	0.1140326
C8orf34-AS1	0.852785	1.506958	1.73824	1.26616	1.6349	1.01589	1.58979	1.49223	1.15653	1.31794	0.361951	0.536187
SLCO5A1	0.2244231	0.0648951	0.453518	0.0309508	0.0943285	0.108886	0.114733	0.00924761	0.0697284	0.0254823	0.6356701	0.1071075
RP11-159H10.3	0.144792	0.841566	0	0	0.762587	1.05292	2.381788	0.0769096	0.987492	0	0	0
NCOA2	11.793621	13.181189	23.912191	19.178096	25.535912	13.148452	22.235439	18.594102	19.053903	18.092111	16.878127	19.4444
TRAM1	267.31491	241.792992	205.21899	243.934939	220.88917	154.612597	167.23192	166.43207	147.90499	161.23931	165.1095	136.5018
LACTB2-AS1	2.147452	4.381733	4.782226	7.026916	3.612713	6.495883	6.668089	5.759393	6.789238	6.160925	4.808306	3.667729
LACTB2	13.388044	33.549567	9.75533	18.29769	23.408001	28.41176	20.388899	23.053519	33.47662	23.02667	20.38473	13.85362
XKR9	1.32907	0.547072	0.482669	0.9634607	0.965154	0.634207	0.9196643	1.550887	0.852232	0.583187	1.05505	0.844266
MSC-AS1	6.1385	3.254414	4.206404	3.712543	1.091171	5.495709	6.047691	5.695022	1.787438	4.370094	4.421099	1.680565
MSC	3.69908	6.01823	2.48668	2.225722	6.55621	3.74093	8.190004	10.80568	3.87572	3.0935091525	2.49819	1.797973
TERF1	34.78404	22.42598	50.22061	44.384568	27.484389	22.796401	26.66377	18.47611	28.012508	16.068131	22.174758	22.668845
RP11-531A24.5	0.418647	0.680093	1.3756	0.40152	0.959887	1.05761	0.637349	0.63292	0.872374	0.510939	0.446038	0.196831
RPL7	1278.431978	1979.65351	2047.984056	1834.99431	1467.359219	1818.011525	1362.580463	1304.339671	1346.47578	922.39635	2050.188916	1066.901391
RDH10	4.62206	1.754673	0.869855	2.71704	1.64267	2.4626427	1.62512	2.00273	1.269986	2.26597	1.74302	1.903174
STAU2	34.9091132	42.4684600474	50.6234364402	46.6051828322	32.76648	45.9791095	27.300731026541	30.0318710021421	27.53185377	19.412823	33.94083503884	28.818644
UBE2W	30.867928	33.808619	30.549262	22.580314	27.063302	20.9012733	30.432429	20.814448	25.715486	28.85308	36.7980009	26.158433
ELOC	19.1602	26.52342	22.9341605343	27.45404	27.457243579	21.536422	17.802364113435	19.932338	24.57655	26.14843	25.606449	27.36291
TMEM70	32.253399	50.119709	37.71434	32.94806	29.6910355	45.964997	33.9701520594229	30.38015	36.89314	31.4418	53.91653	18.88921
LY96	19.28302	17.405	9.33214	21.31179	20.50511	17.42191	13.53716	14.27779	21.5308	16.4083	15.55298	15.2792
GDAP1	5.071843	17.01547	7.24141	5.39981	11.558544	6.283	9.52474	6.240474	6.72675	8.156912	8.913062	5.11577
PI15	0	0	0	0	0	0	0	0.218869	0	0	0	0
CRISPLD1	0	0	1.603976	0.838711	0	0	0	0.0584496	0	0.117586	0	0
PEX2	56.760836	61.96551	47.843154	58.359009	60.030084	45.38987	44.80285	50.39044	48.03328	67.85297	62.27788	35.2969145
PKIA-AS1	0.43869	0.568368	1.57383	0.74594	0	0.583254	1.28791	1.678527	0.81394	0.478082	0.0424947	0.6110886
PKIA	11.02027	6.28676	6.17089	15.62772	7.7899	3.94698	9.05169	9.88822	8.03624	9.12966	7.02111	2.145371
ZC2HC1A	8.527148	16.406389	20.96984	18.51924	10.174038	19.15922	20.15486	9.51135	15.03573	15.663983	13.46221	4.510498
IL7	1.885311	3.766306	3.24566	2.0159790889174	7.294589	7.312647	4.595746	5.171973	4.837137	3.366087	4.987085	3.362005
HEY1	0.9031939	1.091311	1.786672	0	0	0.677252	0	0.3358804	0.472209	0.653492	1.6239164	1.088658
MRPS28	24.384982	29.1087	22.2684	34.890567	35.590958	31.282144	20.779769	14.6670458	36.75835	16.749085	31.029128	24.51449
RP11-26J3.3	3.97271	5.95253	5.43332	4.79854	3.36707	2.38741	7.01775	3.58783	1.81034	1.89145	4.33119	6.83003
TPD52	41.254282	51.962004	40.621797	56.861738	25.10832	28.954383	45.9526100062285	35.097423	27.3789398	33.062319609	25.984782	17.5742220237604
RP11-92K15.1	0.591412	0.594706	3.24856	1.16347	4.1244	2.46675	10.3698	0.534198	2.18915	0.764272	5.07899	0
ZBTB10	2.774141	0.987531	5.07929941	2.41572	2.7651007	2.9415969	1.586349	1.295651	0.7198183	1.136219	2.33617	2.945707
RP11-48B3.3	1.4926	1.24519	1.80431	1.79557	1.60384	1.69917	1.66313	0.982763	1.01996	0.755347	1.07758	0.774913
ZNF704	0.0553188	0.6400159	0.0417226	0.0484299	0.0372642	0.0643005	0.0524488	0.0230468	0.0403187	0.0311448	0.3435891	0.0411372
PAG1	26.442801	35.51882	39.47584	25.816781	22.836899	29.052024	40.22953	32.580463	30.413165	37.203682	26.25307	36.35247
RP11-172E10.1	1.09171	0.820483	3.71849	0.268287	0	0.283888	6.48686	1.98389	1.27164	3.50452	1.1794	2.60391
FABP5	11.91948	11.629619	6.482498	4.47268	8.32596	8.448527	5.252699	6.446598	7.259975	8.097391	10.976204	10.045296
IMPA1	18.24822	23.871013	15.938436	13.741954	14.606281	20.028596	17.143006	12.792244105	16.532036	11.420445	23.96888	15.422888
SLC10A5	0	0	0	0	0.260767	0	0.0767556	0.0337938	0	0	0	0
RP13-923O23.7	0.731124	0.99979	0.496472	0.701656	1.19482	0.616071	1.40489	0.435019	0.652583	0.341481	0.331686	0.607116
ZFAND1	62.978777	57.949972	58.219931739	47.796846	57.8223300141515	50.326022	34.57356	44.128147	35.550908	40.636128	51.4033890007671	26.05897233455
CHMP4C	0.308084	2.28504	0.778344	0.0615895	0.750643	0.231643	0.452645	0.381162	0.445721	0.280985	0.144805	0.289018
SNX16	12.619966	8.446013	5.22497357	7.3533893772	7.041746	6.292349	8.5985480187136	5.975412042	8.385821	5.696599	5.19037633707	8.263231
LRRCC1	2.468908	5.05456	2.006618	1.743611	2.47892	4.066706	4.836576	3.707994	4.378199	4.255859	1.792146	2.48836
E2F5	2.163233	10.32315	4.52187	7.38242	3.3035241	3.950884	4.986989	3.890604	4.03944	7.92663	6.338974	1.861292
C8orf59	35.118521	44.36799	27.34543	30.4292	25.674381	42.72497	27.297703	35.78456	29.212742	44.57587	44.939996040774	30.907923
CA13	1.896603	3.504287	6.871377	2.833424	4.493642	4.759584	4.998444	4.673421	3.072936	2.662862	5.503659	2.675261
CA1	38.6197793	7.111393	13.4894041	13.379546	45.888832535	104.077617283172	15.67913	64.74531406088	8.8378280037468	34.3291920939452	5.595886963	16.9143549
CA2	15.2336	98.32179	31.9287	64.4136	60.747	66.6904	24.1242	24.954064	42.35385	40.141173	28.6925	42.6749
REXO1L1P	0.0479342	0.0645983	0.285432	0.112867	0	0.0256819	0.0577164	0.0834352	0.1454	0.150993	0.0593396	0.149988
CTD-2284J15.1	0.0690821	2.693225	0.931383	1.992372	0.533285	0.993093	0.665401	0.73077	0.581114	2.54139	1.826984	0.584595
WWP1	66.64167	77.273863	46.331818	66.77833	51.736718	78.365992	68.430685	50.495926	36.81035	51.439399	49.30984	38.7937040076713
RMDN1	68.45042	97.989252	41.966434	67.296495	71.712795110363	68.360921	60.50720243	70.21789	71.080707	81.041566	87.52953	61.5420881
CPNE3	46.69842	50.743968	47.221261	43.483278	44.793478	46.71693	50.840844	31.926664	45.890191	54.444264218867	52.127462	44.099713
RP11-37B2.1	6.789119	9.92503	7.7303949	7.226293	9.5537	7.19281	16.447802	6.6141196	1.695413	6.3623539	9.731665	10.328638
RIPK2	100.94511	60.79592	131.89296	67.45278	99.07952	165.2657	84.88415	43.12485	32.323881	57.921555	165.35081	122.91242
OSGIN2	5.21793	7.776581	4.961364	9.103125	6.932007	2.577574	9.907086	9.16872	9.38722	7.65406	6.82494	3.576202
NBN	60.187353	42.02984	59.35324	41.5	35.022615	49.1851	54.22834849327	31.9219868285	35.525124	42.059408	58.640017	43.0038349
DECR1	162.005549	212.602354	134.075871	116.307864	196.566792	169.518984	133.42327	127.2816875686	159.88037625734	145.868172	139.530721	115.482795029879
CALB1	0.283704	0.0167789	0.454924	0.261511	0.37787	0.9201833	3.0185112	0.9191365	2.622199	0.361628	1.397726	0.2278099
TMEM64	4.4469170866	4.648599	2.9763270005748	2.64137	1.60901	4.92268	4.916301	7.11952	4.117694	3.6040561	4.556331	5.020195
NECAB1	0.818351	0.53649	0.1795987	0.0962737	0.604968	0.348865	0.237098	0.289169	0.365348	0.54596	0.680783	0.253316
