gene	LAU125	LAU1255	LAU1314	LAU355
MAEL	0.01	0.07	0.32	0
MAF	23.72	5.53	10.36	8.36
MAF1	64.58	75.43	88.46	81.68
MAFA	0	0	0	0.03
MAFA-AS1	0	0.07	0	0
MAFB	2.75	5.71	0.45	3.67
MAFF	11.49	47.56	1.93	3.33
MAFG	3.88	3.5	2.41	2.8
MAFK	0.97	1.91	2.66	3.09
MAG	0.03	0.01	0.78	0.04
MAGEA1	0.47	11.45	0.03	0
MAGEA10	0.02	0.51	0.16	0.16
MAGEA11	0	1.25	0.03	0
MAGEA12	0.17	14.59	0.23	0
MAGEA13P	0	0	0	0
MAGEA2	0.17	8.56	0.26	0
MAGEA2B	0.27	11.76	0.43	0
MAGEA3	0.37	27.53	0.5	0
MAGEA4	0	5.16	0.19	0
MAGEA5	0	0	0.06	0
MAGEA6	4.23	27.1	0.26	0
MAGEA7P	0	0	0	0
MAGEA8	0	0.05	0.03	0.18
MAGEA8-AS1	0	0	0	0
MAGEA9	0	1.24	0.01	0
MAGEB1	0	0	0.04	0.02
MAGEB10	0	0	0.13	0.05
MAGEB16	0	0.04	0	0
MAGEB17	0	0	0.05	0.04
MAGEB18	0	0	0.05	0
MAGEB2	0.01	0.45	0.01	0
MAGEB3	0	0	0	0
MAGEB4	0	0	0	0.01
MAGEB5	0	0	0	0
MAGEB6	0.02	0.01	0.02	0
MAGEB6P1	0	0	0	0
MAGEC1	0.4	10.04	0.51	0.01
MAGEC2	0.78	2.65	1.48	0.07
MAGEC3	0	0.01	0.02	0
MAGED1	271.6	98.8	46.63	38.26
MAGED2	403.2	160.26	56.43	46.51
MAGED4	3.99	0.52	1.05	0.87
MAGED4B	3.24	0.57	1.2	0.43
MAGEE1	0.49	0.57	3.59	2.91
MAGEE2	0	0.04	0	0
MAGEF1	20	15.02	14.39	15.02
MAGEH1	27.43	30.57	17.52	19.29
MAGEL2	0.12	0.36	0	0
MAGI1	0.01	0.06	0.07	0.01
MAGI1-AS1	0	0	0	0
MAGI2	3.88	1.51	0.12	0.12
MAGI2-AS1	0	0	0	0
MAGI2-AS2	0	0	0	0
MAGI2-AS3	69.89	12.36	0.82	0.18
MAGI2-IT1	0	0	0	0
MAGI3	5.67	1.75	0.7	1.13
MAGIX	0.3	0.09	0.14	0.21
MAGOH	56.02	64.82	71.63	64.55
MAGOH3P	0	0	0	0
MAGOHB	20.41	11.35	15.86	14.48
MAGT1	53.66	20.99	27.94	24.8
MAK	0.12	0.06	0.08	0.03
MAK16	41.47	6.93	15.07	13.05
MAL	0.6	21.46	21.14	30.39
MAL2	0.01	0.02	0.07	0.08
MALAT1	26.7	27.64	74.68	87.17
MALL	0.84	0.05	0.22	0.11
MALRD1	0	0.01	0.03	0.02
MALSU1	60.72	26.61	17.4	17.1
MALT1	14.8	15.05	59.45	48.47
MAMDC2	0.16	0.64	0	0.01
MAMDC2-AS1	0.05	0.01	0	0.07
MAMDC4	0.05	0.09	0.07	0.06
MAML1	10.93	8.12	21.95	19.28
MAML2	13.6	13.88	15.06	17.97
MAML3	12.25	2.49	3.33	1.36
MAMLD1	7.87	3.01	0.21	0.42
MAMSTR	1.25	0.86	0.22	0.12
MAN1A1	0.37	8.88	19.05	13.33
MAN1A2	42.19	13.69	25.08	24.26
MAN1B1	13.03	11.52	17.17	18.61
MAN1C1	24.36	5.23	7.62	9.9
MAN2A1	5.82	19.07	36.15	41.27
MAN2A2	19.39	12.34	9.19	10.03
MAN2B1	31.75	46.24	57.71	71.63
MAN2B2	3.91	7.55	12.96	15.26
MAN2C1	10.27	7.04	4.57	6.63
MANBA	18.68	11.34	19.97	18.97
MANBAL	49.66	19.2	8.78	7.72
MANEA	15.64	4.32	10.8	8.59
MANEAL	11.3	5.66	1.98	1.86
MANF	123.41	115.66	80.76	64.08
MANSC1	5.94	7.37	1.42	0.83
MANSC4	0.02	0.05	0.17	0
MAOA	0.16	0.33	0.23	0.15
MAOB	0.25	1.87	1.62	0.22
MAP10	0.48	0.23	1.21	0.93
MAP1A	4.54	1.21	0.99	0.99
MAP1B	8.33	3.88	1.09	0.08
MAP1LC3A	4.16	3.17	1.14	0.79
MAP1LC3B	85.18	65.74	53.57	59.33
MAP1LC3B2	0	0.62	0.16	0.42
MAP1LC3BP1	0	0	0	0
MAP1LC3C	1.8	1.49	2.12	2.75
MAP1S	1.31	1.44	2.27	1.81
MAP2	133.42	4.9	3.24	1.24
MAP2K1	23.64	14.35	36.3	31.04
MAP2K1P1	0.02	0	0.08	0
MAP2K2	22.99	37.98	32.03	30.86
MAP2K3	7.53	14.3	34.35	27.75
MAP2K4	17.58	5.28	12.93	11.56
MAP2K5	24.47	15.7	13.67	17.55
MAP2K6	5.55	3.62	10.45	13.04
MAP2K7	4.34	4.09	7.17	6.95
MAP3K1	19.9	11.95	35.8	41.23
MAP3K10	0.38	0.7	0.76	0.81
MAP3K11	25.46	11.96	12.31	13.11
MAP3K12	9.4	6.2	2.03	2.1
MAP3K13	52.06	31.81	11.75	11.28
MAP3K14	2.47	4.88	17.02	18.04
MAP3K15	0.2	0.1	0.17	0.13
MAP3K19	0.05	0	0.1	0.02
MAP3K2	12.15	10.22	21.27	22.94
MAP3K3	10.38	9.03	11.91	14.56
MAP3K4	4.93	3.24	11.62	10.37
MAP3K5	5.22	5.02	11.66	10.85
MAP3K6	18.01	14.48	1.75	2.59
MAP3K7	29.76	9.58	24	22.16
MAP3K7CL	3.9	3.17	6.7	12.71
MAP3K8	4.05	30.91	42.3	44.82
MAP3K9	1.09	1.07	2.54	3.35
MAP4	107.77	82.95	34.75	33.66
MAP4K1	2.87	15.56	54.03	51.04
MAP4K2	4.32	9.27	47.95	31.15
MAP4K3	27.66	14.27	4.92	3.88
MAP4K4	153.64	45.63	151.18	127.55
MAP4K5	15.83	10.42	13.22	15.27
MAP6	2.12	0.25	0.35	0.09
MAP6D1	3.39	1.43	1.21	1.17
MAP7	6.08	1.22	1.84	1.25
MAP7D1	28.84	40.02	41.69	34.73
MAP7D2	3.23	0.9	0.18	0.32
MAP7D3	10.77	7.98	13.22	9.15
MAP9	6.49	5.68	4.34	4.81
MAPK1	40.1	44.97	69.98	67.11
MAPK10	14.93	3.35	1.34	0.27
MAPK11	0.77	1.68	0.85	1.29
MAPK12	1.16	2.05	0.77	1.07
MAPK13	0.59	3.74	11.65	11.4
MAPK14	31.67	21.67	35.12	28.76
MAPK15	0.03	0.04	0	0
MAPK1IP1L	19	21.17	18.24	18.94
MAPK3	54.92	61.92	64.5	55.89
MAPK4	5.4	8.64	0.07	0.01
MAPK6	24.09	16.89	15.29	14.42
MAPK6PS2	0	0	0.01	0
MAPK6PS3	0	0	0	0
MAPK6PS4	0.03	0.03	0	0
MAPK7	5.27	3.24	4.68	3.77
MAPK8	8.99	7.86	19.1	19.03
MAPK8IP1	1.77	2.61	0.44	0.67
MAPK8IP2	1.4	4.3	0.01	0.07
MAPK8IP3	1.8	1.53	2.78	3.66
MAPK9	18.96	16.18	34.77	34.07
MAPKAP1	80.79	36.57	54.62	58.64
MAPKAPK2	17.56	39.24	52.46	63.63
MAPKAPK3	9.06	23.77	20.09	21.43
MAPKAPK5	22.21	14.86	21.73	25.29
MAPKAPK5-AS1	13.81	9.28	16.75	13.54
MAPKAPK5P1	0	0	0.05	0
MAPKBP1	4.17	3.46	4.18	3.83
MAPRE1	60.33	54.58	69	72.49
MAPRE1P1	0.38	0	0	0
MAPRE1P3	0	0	0	0
MAPRE2	64.05	26.8	50.49	51.15
MAPRE3	6.12	5.53	2.36	1.99
MAPT	5.38	1.44	0.28	0.28
MARC1	1.19	0.08	0.72	0.35
MARC2	22.33	4.94	13.16	17.36
MARCH1	1	7.84	41.32	40.31
MARCH10	0.2	0	0.07	0.01
MARCH11	0	0	0	0
MARCH2	6.38	8.25	6.04	9.23
MARCH3	19.33	3.98	9.43	13.33
MARCH4	0.02	0	0.03	0
MARCH5	13.08	16.8	16.31	16.1
MARCH6	41.42	34.81	40.39	40.82
MARCH7	77.47	42.93	86.2	99.4
MARCH8	8.56	14.11	37.71	37.43
MARCH9	3.7	4.44	11.52	10.32
MARCKS	76.36	37.27	23.61	24
MARCKSL1	278.04	81.01	146.49	114.88
MARCKSL1P1	0.12	0	0	0
MARCKSL1P2	0	0	0	0
MARCO	2.58	34.95	0.62	20.65
MARK1	1.47	1.5	1.54	0.57
MARK2	11.79	12.2	29.4	27.47
MARK2P10	0	0	0	0
MARK2P11	0	0	0	0
MARK2P12	0	0	0	0
MARK2P13	0	0	0	0
MARK2P14	0	0	0	0
MARK2P15	0	0	0	0
MARK2P17	0.03	0	0	0
MARK2P4	0	0	0	0.03
MARK2P5	0	0	0	0
MARK2P6	0	0	0	0
MARK2P8	0.1	0.1	0.11	0.45
MARK2P9	0	0	0	0
MARK3	33.1	18.26	23.32	23.32
MARK3P3	0.07	0	0	0
MARK4	7.93	7.41	6.66	6.06
MARS	37.05	31.54	33.58	28.88
MARS2	3.71	3.59	5.02	3.64
MARVELD1	27.07	23.17	1.08	0.73
MARVELD2	0.43	0.62	0.49	0.57
MARVELD3	0.12	0.1	0.17	0.28
MAS1	0	0	0	0
MAS1L	0	0.02	0	0.05
MAS1LP1	0	0	0	0
MASP1	3.49	0.35	0.01	0
MASP2	0.87	0.15	0.63	0.73
MAST1	0.1	0.27	0.02	0
MAST2	8.02	6.8	12.26	5.56
MAST3	1.95	3.1	15.2	12.43
MAST4	2.43	1.47	4.52	6.43
MAST4-AS1	0.26	0.13	0.57	0.09
MAST4-IT1	0	0	0.08	0
MASTL	5.75	8.51	5	10.12
MAT1A	0.25	6.42	0.02	0.01
MAT2A	105.12	50.68	67.91	91.85
MAT2B	28.21	37.89	112.19	96.31
MATK	0.16	1.44	5.45	2.73
MATN1	0.14	0.12	0.28	0.43
MATN1-AS1	1.27	1.15	3.02	3.11
MATN2	25.5	34.67	2.43	0.78
MATN3	0.25	0.34	0	0
MATN4	0.01	0	0	0
MATR3	470.17	204.85	431.49	381.63
MAU2	7.62	5.28	11.03	11.72
MAVS	7.73	7.6	7.83	7.42
MAX	52.41	51.02	81.34	74.5
MAZ	32.42	32.42	34.73	31.77
MB	0.06	0.46	0.28	0.07
MB21D1	1.76	2.44	10.54	5.9
MB21D2	0.09	1.33	0.77	1.08
MBD1	16.25	11.5	19.41	18.96
MBD2	17.37	27.37	54.59	40.13
MBD3	2.65	1.97	3.24	2.65
MBD3L1	0	0	0	0
MBD3L2	0.02	0	0	0
MBD3L3	0	0	0	0
MBD3L4	0	0	0.14	0
MBD3L5	0.02	0	0	0
MBD4	28.96	39.42	115.09	112.08
MBD5	20.37	13.23	16.9	21.65
MBD6	8.35	9.79	20.87	17.07
MBIP	38.61	18.8	17.07	14.84
MBL1P	0	0	0.2	0.12
MBL2	0	0.17	0.33	0.02
MBL3P	0	0	0.04	0
MBLAC1	0.24	0.24	0.19	0.19
MBLAC2	4.06	1.89	2.14	2.03
MBNL1	106.63	121.34	344.38	353.34
MBNL1-AS1	0.16	0	0	0
MBNL2	67.24	16.73	14.14	13.5
MBNL3	8.01	5.81	32.25	31.76
MBOAT1	9.81	5.99	2.49	2.31
MBOAT2	37.1	14.13	2.7	1.34
MBOAT4	0.24	0.13	0.35	0.51
MBOAT7	17.2	16.44	12.2	13.3
MBP	377.31	126.69	49.26	56.98
MBTD1	9.42	4.16	11.32	13.15
MBTPS1	40.45	25.76	32.86	31.3
MBTPS2	23.01	7.33	5.12	4.89
MC2R	0	0	0	0.01
MC3R	0	0	0.02	0
MC4R	0.32	0.05	0	0.07
MC5R	0	0	0.02	0
MCAM	175.97	63.66	0.58	0.91
MCART6	7.6	2.95	8.79	7.16
MCAT	16.77	4.67	4.28	3.48
MCC	26.54	8.17	0.86	1.35
MCCC1	31.22	16.36	24.39	27.52
MCCC1-AS1	0.14	0	0.41	0.2
MCCC2	36.76	25.97	31.22	28.47
MCCD1	0	0	0	0
MCCD1P1	0	0	0.2	0
MCCD1P2	0.28	0.82	0	0.08
MCEE	12.9	6.59	12.03	10.19
MCEMP1	0.14	1.01	0.32	0.11
MCF2	0.03	0.11	0.08	0.16
MCF2L	0.1	0.73	3.27	2.44
MCF2L-AS1	0	0.15	1.07	0.53
MCF2L2	1.14	3.27	0.91	0.75
MCFD2	107.24	45.57	40.07	32.27
MCFD2P1	0.22	0.25	0	0
MCHR1	16.16	0.06	0.02	0.05
MCHR2	0	0	0	0
MCHR2-AS1	0	0	0	0
MCIDAS	0	0.24	0	0
MCL1	159.01	412.87	216.89	272.89
MCM10	3.64	3.21	4.73	0.82
MCM2	11.04	7.61	17.95	9.87
MCM3	70.56	46.72	59.85	36.55
MCM3AP	29.68	17.07	31.22	27.42
MCM3AP-AS1	2.53	1.15	3.37	2.47
MCM4	226.69	130.95	96.74	38.55
MCM5	9.93	26.35	66.98	48
MCM6	28.95	19.73	31.75	16.7
MCM7	119.51	58.6	95.17	57.18
MCM8	12.9	7.45	9.55	6.16
MCM9	4.48	3.44	11.6	11.74
MCMBP	21.5	26.23	36.9	31.4
MCMDC2	3.93	0.2	0.19	0.26
MCOLN1	7.27	8.29	2.19	4.1
MCOLN2	0.21	6.69	20.67	12.11
MCOLN3	21.33	6.43	3.07	0.16
MCPH1	17.28	10.24	22.69	22.08
MCPH1-AS1	0.89	0.08	0.63	0.44
MCRS1	12.72	10.67	19.63	17.68
MCTP1	10.18	8.08	5.9	7.5
MCTP2	0.2	1.76	11.98	10.04
MCTS1	28.74	28.99	41.57	32.61
MCTS2P	3.87	2.78	4.52	5.06
MCU	5.02	3.66	4.77	4.55
MCUR1	27.55	17.25	12.63	10.68
MDC1	24.07	13.79	20.59	16.43
MDC1-AS1	0.75	0.95	0.57	0.26
MDFI	3.59	0	0	0
MDFIC	29.79	30.61	82.7	76.95
MDGA1	0.9	6.44	0.06	9.11
MDGA2	11.61	0.03	0.04	0
MDH1	237.34	148.75	148.76	127.43
MDH1B	1.05	0.67	0.26	0
MDH2	177.26	69.95	83.3	91.76
MDK	73.31	35.71	1.99	1.07
MDM1	9.35	5.72	13.01	10.17
MDM2	84	25.29	31.09	23.29
MDM4	20.52	26.28	54.31	48.32
MDN1	9.02	6.02	16.94	15.63
MDP1	15.9	14.1	8.23	4.4
MDS2	0.05	0.21	0.65	1.65
ME1	1.5	1.04	0.3	1.7
ME2	24.9	28.2	38.47	37.01
ME2P1	0	0	0.01	0.01
ME3	4.36	6.78	0.28	0.42
MEA1	114.56	84.49	62.25	49.07
MEAF6	66.48	46.07	79.73	69.35
MEAF6P1	0	0	0	0
MECOM	0.03	0	0.33	0.06
MECP2	8.73	11.16	20.82	15.21
MECR	11.56	9.88	6.15	5.93
MED1	28.35	14.72	33.35	26.94
MED10	23.48	19.75	30.16	30.5
MED11	18.28	8.56	20.51	17.5
MED12	18.8	12.82	23.25	21.05
MED12L	0.26	1.16	1.87	0.97
MED13	15.74	9.08	21.86	19.67
MED13L	16.47	12.41	28.9	30.41
MED13P1	0	0	0	0
MED14	27.93	10.4	21.59	19.21
MED14OS	0.98	0.53	0.99	0.87
MED14P1	0	0	0	0
MED15	12.47	19.7	27.21	23.48
MED15P3	0	0	0	0
MED15P4	0	0	0	0
MED15P5	0	0	0	0
MED15P7	0	0	0	0
MED15P8	0	0	0	0
MED15P9	0.06	0.08	0.07	0.21
MED16	2.77	1.92	5	4.53
MED17	22.49	34.85	44.72	32.7
MED18	7.41	3.49	10.09	5.67
MED19	13.96	25.21	5.95	6.4
MED20	10.37	3.95	9.08	5
MED21	28.05	17.99	10.58	8.66
MED22	3.26	4.66	15.77	13.47
MED23	19.11	6.21	23.82	17.59
MED24	10.85	11.81	18.63	15.65
MED25	4.2	4.89	6.22	5.32
MED26	2.08	2.69	5.8	5.63
MED27	7.02	7.89	12.39	12.51
MED28	29.92	19.82	39.71	26.32
MED28P1	0	0	0	0
MED28P2	0	0	0	0
MED28P3	0.16	0.54	0.52	0.31
MED28P4	0	0	0	0
MED28P5	0	0	0	0
MED28P7	0	0	0.26	0.09
MED28P8	0	0	0	0
MED29	28.86	14.43	18.14	16.76
MED30	6.85	8.6	18.04	21.04
MED31	2.8	2.04	2.89	1.33
MED4	42.94	28.88	68.48	52.71
MED4-AS1	0	0	0	0
MED6	21.46	16.32	27.55	22.54
MED6P1	0	0	0	0
MED7	7.23	7.82	11.37	6.65
MED8	22.86	21.21	20.56	16.17
MED9	9.04	3.71	4.38	3.16
MEDAG	0.23	0.01	0.03	0.14
MEF2A	53.57	13.26	32.26	32.95
MEF2AP1	0	0	0	0
MEF2B	0.4	0.61	16.24	4.93
MEF2BNB	4.99	7.5	6.4	7.38
MEF2BNB-MEF2B	2.38	2.34	27.5	8.76
MEF2C	93.4	23.54	240.12	203.94
MEF2C-AS1	2.35	0.38	9.9	6.93
MEF2D	10.21	22.3	26.83	26.46
MEFV	0.26	0.49	0.57	1.34
MEG3	0.16	0.11	0.12	0.09
MEG9	0	0	0	0
MEGF10	48.37	7.55	0.26	0.02
MEGF11	0.02	0	0.1	0
MEGF6	0.12	0.82	0.51	0.76
MEGF8	7.31	3.14	1.93	1.75
MEGF9	28.19	4.79	7.27	7.61
MEI1	0.39	5.5	18.92	18.18
MEIG1	0.54	0.73	0.3	0.5
MEIKIN	0.14	0.15	0.46	0.13
MEIOB	0.66	0.15	0	0.02
MEIS1	4.84	2.42	0.24	0.21
MEIS1-AS2	0	0	0	0
MEIS1-AS3	0	0	0	0
MEIS2	12.17	4.97	0.19	0.07
MEIS3	3.03	0.45	0	0
MEIS3P1	6.06	1.77	0.18	0.06
MEIS3P2	2.45	0.76	0	0
MELK	10.95	7.57	8.66	3.52
MEMO1	22.66	18.4	35.95	34.89
MEMO1P1	0.89	0.25	0.21	0
MEMO1P3	0	0	0	0.1
MEMO1P4	0	0	0	0
MEN1	10.03	5.62	16.38	13.25
MEOX1	0.04	0.36	3.18	1.32
MEOX2	4.04	0	0.11	0
MEOX2-AS1	0.07	0	0	0
MEP1A	0.01	0.04	0.05	0.05
MEP1AP1	0	0	0	0
MEP1AP2	0	0	0	0
MEP1AP3	0	0	0	0
MEP1AP4	0	0	0	0
MEP1B	0	0	0	0.03
MEPCE	21.61	23.17	35.14	32.08
MEPE	0	0	0.09	0
MERTK	11.87	5.14	0.59	2.61
MESDC1	20.25	6.84	4.2	3.78
MESDC2	38.56	20.37	18.42	13.57
MESP1	0.12	0.04	0.01	0
MESP2	0.01	0.01	0	0
MEST	3.06	2.44	9.5	6.91
MEST-IT	0.02	0.02	0.02	0.01
MESTP1	0.08	0	0	0
MESTP3	0	0	0	0
MESTP4	0	0	0	0
MET	318.51	29.47	1.34	0.33
METAP1	23.52	21.72	38.04	32.33
METAP1D	7.82	2.32	3.32	4.16
METAP2	50.02	26.73	45.7	29.68
Metazoa_SRP	32.67	25.45	48.99	59.06
METRN	1.4	1.15	0.16	0.12
METRNL	4.91	3.79	2.54	3.58
METTL1	16.7	10.25	4.13	4.78
METTL10	12.76	8.05	15.51	13.13
METTL11B	0	0	0	0
METTL12	1.07	0.15	1.1	1.48
METTL13	24.81	17.51	25.7	19.16
METTL14	20.07	16.25	22.99	15.86
METTL15	7.87	5.21	5.89	5.58
METTL15P1	1.07	0	1.2	1.09
METTL15P3	0	0	0	0
METTL16	16.85	5.5	12.77	16.64
METTL17	17.1	14.98	14.35	18.62
METTL18	5.04	4.31	11.69	7.98
METTL20	2.07	1.16	1.3	1.71
METTL21A	22.04	19.6	50.56	41.66
METTL21AP1	0	0	0.21	0.22
METTL21B	10.82	2.45	0.54	0.43
METTL21C	0.05	0	0	0
METTL21EP	0	0	0	0
METTL22	3.97	2.49	3.53	4.75
METTL23	29.79	19.89	33.96	29.06
METTL24	0.04	0	0.02	0
METTL25	2.38	2.19	5.28	4.75
METTL2A	15.8	7.29	7.43	6.94
METTL2B	39.86	13.35	16.76	13.63
METTL3	17.77	9.14	13	8.97
METTL4	4.09	3.86	8.55	7.18
METTL5	39.71	34.28	40.15	35.25
METTL6	21.35	17.27	14.49	12.49
METTL7A	15.69	4.42	31.84	24.16
METTL7B	1.84	12.27	1.31	3.26
METTL8	15.7	19.48	39.2	48.18
METTL9	147.3	53.59	42.11	41.21
MEX3A	0.23	0.01	0.01	0
MEX3B	1.9	0.24	0.29	0.3
MEX3C	15.92	25.35	27.99	30.36
MEX3D	1.15	0.59	0.15	0.16
MFAP1	38.41	18.95	22.14	11.83
MFAP1P1	0.02	0.04	0.1	0.03
MFAP2	23.63	16.05	0	0.09
MFAP3	26.48	9.59	11.32	7.29
MFAP3L	27.19	7.1	0.36	0.1
MFAP4	0.15	0.08	0.1	0
MFAP5	0.51	0.62	0.79	1.34
MFF	127.01	61.47	78.39	73.89
MFGE8	103.45	156.82	8.43	1.47
MFHAS1	2.98	5.1	15.23	18.48
MFI2	1.79	51.63	1.03	0.16
MFI2-AS1	2.78	1.51	0.27	0.09
MFN1	32.96	18.78	28.55	35.26
MFN2	87.04	21.63	22.23	22.67
MFNG	0.58	8.68	50.06	42.7
MFRP	0.01	0	0	0
MFSD1	62.44	73.86	55.69	62.76
MFSD10	2.14	4.54	4.92	3.42
MFSD11	9.98	5.92	7.54	8.94
MFSD12	18.54	42.05	4.82	3.78
MFSD2A	4.74	1.94	2.85	2.94
MFSD2B	0.17	0.47	0.38	0.21
MFSD3	1.58	1.72	1.02	0.82
MFSD4	1.15	0.44	1.86	1.38
MFSD5	13.51	11.39	9.88	7.56
MFSD6	35.24	21.39	21.91	16.56
MFSD6L	0	0	0	0.08
MFSD7	0.08	0.6	0.14	0.2
MFSD8	6.91	4.73	7.76	7.05
MFSD9	6.49	3.75	10.5	11.58
MGA	7.98	5.57	15.35	12.23
MGAM	0.06	0.16	0.06	0.02
MGARP	0.25	0.04	0.06	0
MGAT1	54.41	45.19	35.95	34.07
MGAT2	16.77	9.88	19.24	13.21
MGAT2P1	0	0	0	0.04
MGAT2P2	0	0	0	0.04
MGAT3	0.51	0.22	1.86	2.01
MGAT3-AS1	0	0	0.28	0
MGAT4A	16	16.66	21.36	32.63
MGAT4B	58	56.82	27.09	29.62
MGAT4C	0.13	0	0.02	0
MGAT4D	0.01	0	0.01	0
MGAT4EP	0.09	0.05	0.09	0.13
MGAT5	24.11	31.43	71.64	76.75
MGAT5B	0.37	4.83	0.1	0.01
MGC16275	2.97	4.08	0.51	0.36
MGC27382	0.18	0.2	0.21	0.3
MGC32805	1.68	4	0.57	1.58
MGC45922	0.03	0	0.31	0.02
MGEA5	42.48	45.8	110.51	96.13
MGLL	2.7	4.72	6.54	4.71
MGME1	25.22	18.34	33.02	30.75
MGMT	2.68	2.45	7.49	5.64
MGP	522.55	5.2	19.48	0.41
MGRN1	9.13	5.83	5.82	5.9
MGST1	2.85	1.12	0.78	0.96
MGST2	46.85	39.27	12.25	14.12
MGST3	146.27	160.48	50.37	48.59
MIA	46.04	92.75	13.76	0.08
MIA2	0	0.01	0	0
MIA3	58.8	48.43	61.61	60.99
MIAT	0.19	2.64	3.17	3.26
MIATNB	1.83	4.58	15.33	17.19
MIB1	15.77	6.32	7.58	5.9
MIB2	2.48	1.67	1.51	1.85
MICA	6.71	12.4	12.35	10.84
MICAL1	11.36	26.36	32.46	38.67
MICAL2	1.68	6.13	8.24	7.75
MICAL3	14.11	20.94	26.55	28.59
MICALCL	0.01	0.09	0.14	0.14
MICALL1	4.4	7.41	5.26	7.55
MICALL2	6.95	0.7	0.16	0.06
MICB	1.27	16.56	23.47	21.27
MICC	0	0	0	0
MICD	0.03	0.03	0.09	0.22
MICF	0	0	0	0
MICG	0	0	0	0
MICU1	22.4	25.33	24.88	25.39
MICU2	25	23.11	66.57	59.77
MICU3	2.52	0.45	1.91	2.33
MID1	23.14	2.85	0.17	0.29
MID1IP1	4.05	6.2	3.44	3.2
MID1IP1-AS1	1.54	1.5	0.08	0.07
MID2	2.6	0.86	3.76	6.02
MIDN	5.58	5.28	5.25	5.94
MIEF1	21	6.52	12.48	9.58
MIEF2	1.51	1.14	1.64	0.97
MIEN1	25.24	34.76	35.65	34.8
MIER1	20.09	19.16	42.92	36.56
MIER2	2.29	1.66	3.29	2.67
MIER3	11.23	7.34	12.71	10.31
MIF	19.53	43.27	22.5	17.57
MIF-AS1	0.03	0.28	0.29	0.46
MIF4GD	7.65	14.37	23.91	24.79
MIIP	9.33	6.19	6.31	9.27
MIMT1	0	0	0.04	0
MINA	23.31	14.32	19.61	18.36
MINK1	7.28	8.29	14.18	14.14
MINOS1	205.31	52.8	56.03	54.38
MINOS1P3	0	0	0	0
MINOS1P4	0	0	0	0
MINPP1	7.62	7.37	5.05	4.14
MIOS	24.96	11.96	37.32	37.26
MIOX	0.39	0.35	0.89	0.96
MIOXP1	0	0	0	0
MIP	0.04	0.01	0.04	0.02
MIPEP	4.7	4.37	5.97	6.31
MIPEPP1	0	0	0	0.01
MIPEPP2	0	0	0	0
MIPEPP3	0	0	0	0.09
MIPOL1	2.7	1.36	0.04	0.05
MIR1-1	0	0	0	0
MIR1-1HG	0	0	0	0
MIR1-2	0	0	0	0
MIR100	0	0	0	0
MIR100HG	12.14	0	0.3	0.1
MIR101-1	0	0	0	0
MIR101-2	0	0	0	0
MIR103A1	0	0	0	0
MIR103A2	0	0	0	0
MIR105-1	0	0	0	0
MIR105-2	0	0	0	0
MIR106A	0	0	0	0
MIR106B	0	0	0	0
MIR107	0	0	0	0
MIR10A	0	0	0	0
MIR10B	0	0	0	0
MIR1178	0	0	0	0
MIR1179	0	0	0	0
MIR1180	0	0	0	0
MIR1181	0	0	0	0
MIR1182	0	0	0	0
MIR1183	0	0	0	0
MIR1184-1	0	0	0	0
MIR1184-2	0	0	0	0
MIR1184-3	0	0	0	0
MIR1185-1	0	0	0	0
MIR1185-2	0	0	0	0
MIR1193	0	0	0	0
MIR1197	0	0	0	0
MIR1200	0	0	0	0
MIR1202	0	0	0	0
MIR1203	0	0	0	0
MIR1204	0	0	0	0
MIR1205	0	0	0	0
MIR1207	0	0	0	0
MIR1208	0	0	0	0
MIR122	0	0	0	0
MIR1224	0	0	0	0
MIR1225	0	0	0	0
MIR1226	0	0	0	0
MIR1227	0	0	0	0
MIR1228	0	0	0	0
MIR1229	0	0	0	0
MIR1231	0	0	0	0
MIR1233-1	0	0	0	0
MIR1233-2	0	0	0	0
MIR1234	0	0	0	0
MIR1236	0	0	0	0
MIR1237	0	0	0	0
MIR1238	0	0	0	0
MIR124-1	0	0	0	0
MIR124-2	0	0	0	0
MIR124-2HG	0	0	0	0
MIR124-3	0	0	0	0
MIR1245A	0	0	0	0
MIR1247	0	0	0	0
MIR1249	0	0	0	0
MIR1250	0	0	0	0
MIR1251	0	0	0	0
MIR1252	0	0	0	0
MIR1253	0	0	0	0
MIR1254-1	0	0	0	0
MIR1255A	0	0	0	0
MIR1255B2	0	0	0	0
MIR1256	0	0	0	0
MIR1257	0	0	0	0
MIR1258	0	0	0	0
MIR125A	0	0	0	0
MIR125B1	0	0	0	0
MIR125B2	0	0	0	0
MIR126	0	0	0	0
MIR1260A	0	0	0	0
MIR1261	0	0	0	0
MIR1262	0	0	0	0
MIR1263	0	0	0	0
MIR1265	0	0	0	0
MIR1266	0	0	0	0
MIR1267	0	0	0	0
MIR1268A	0	0	0	0
MIR1269A	0	0	0	0
MIR127	0	0	0	0
MIR1270	0	0	0	0
MIR1270-1	0	0	0	0
MIR1271	0	0	0	0
MIR1272	0	0	0	0
MIR1273A	0	0	0	0
MIR1274B	0	0	0	0
MIR1275	0	0	0	0
MIR1276	0	0	0	0
MIR1277	0	0	0	0
MIR1278	0	0	0	0
MIR128-1	0	0	0	0
MIR128-2	0	0	0	0
MIR1280	0	0	0	0
MIR1281	0	0	0	0
MIR1282	0	0	13.45	0
MIR1283-1	0	0	0	0
