Gene	ERR2228756.fastq.gz	ERR2228757.fastq.gz	ERR2228758.fastq.gz	ERR2228759.fastq.gz	ERR2228760.fastq.gz	ERR2228761.fastq.gz	ERR2228762.fastq.gz	ERR2228763.fastq.gz	ERR2228764.fastq.gz	ERR2228765.fastq.gz	ERR2228766.fastq.gz	ERR2228767.fastq.gz
MAGEE1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEE2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEF1	0	0.49	0	0	0.52	0	0.73	0	0	0	0	0
MAGEH1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEL2	0	0	0	0	0	0	0	0	0	0	0	0
MAGI1	0	0	0	0	0	0	0	0	0	0	0	0
MAGI1-IT1	0	0	0	0	0	0	0	0	0	0	0	0
MAGI2	0	0	0	0	0	0	0	0	0	0.16	0	0
MAGIX	0.15	8.61	0.83	6.44	2.72	0	0	0	11.7	0.27	1.85	0.73
MAGOH	0	0	0	0	0	0	0	0	0	0	0	0
MAGOHB	0	0	0	0	0	0	0	0	0	0	0	0
MAGT1	0	0	0.52	0.09	0	0	0.67	0	0	0	0	0
MAIP1	0	0	2.81	0	0	0	0	0	0	0	0	0
MAK	0	0	0	0	0.08	0.84	0	0	0	0.08	0	0
MAK16	0.21	1.68	1.48	1.5	0	1.15	0.51	0	0	1.72	0.48	0
MAL	0	0	0	0	0	0	0	0	0	0	0	0
MAL2	0	0	0	0	0	0	0	0	0	0	0	0
MALL	0	0	0	0	0	0	0	0	0	0	0	0
MALSU1	0.25	1.5	1.82	0.37	0.2	4.32	0	0	0	1.06	0	0
MALT1	1	0.67	0	0	0.97	0	0	7.23	0	0.83	0.1	0
MAMDC4	2.29	5.33	1.02	9.12	3.09	3.82	9.19	3.21	12.61	3.77	0.46	3.59
MAML1	0.77	0	0	1.29	0.39	0	0	0	0	0	0.07	0
MAML2	0.31	0	0	0.05	0.09	0.13	0	0	0	0.09	0.15	0
MAML3	0.04	0.24	0	0.1	0.04	0.07	0.35	0.77	0	0.44	0.19	0
MAMLD1	0	0	0	0	0	0	0	0	0	0	0	0
MAN1A1	0.39	0	0.52	0.42	0.28	0.09	0	0.29	0.34	0.55	0	0.14
MAN1A2	0.12	0	0.06	0.04	0	0.1	0	0	0	0.18	0.42	0
MAN1B1	1.23	0.14	1.97	0	0.86	1.07	3.69	0	0.48	0.06	0.91	0
MAN1C1	0.05	0	1.36	0	0.06	0	0	0	0	0	0	0
MAN2A1	0.63	0	0	0.61	1.46	0	0	0.93	0.42	0.76	0.51	0
MAN2A2	5.23	0	0	2.93	2.5	4.92	12.68	0	31.61	6.17	0	0
MAN2B1	1.79	6.41	9.19	5.96	6.87	2.35	13.56	3.94	2.38	0	1.26	0
MAN2B2	0.28	0	0.16	0.41	0	0.26	1.24	0	0.25	0.41	0	0.46
MAN2C1	0.38	3.31	0	2.43	3.46	0	1.38	0.6	1.67	1.95	1.37	3.55
MANBA	0	13.91	42.48	16.93	8.3	0	0	1.87	15.74	4.17	7.79	11.19
MANBAL	0.26	0	0	0	1.72	0	0	0	1.55	0	0	0
MANEA	0	0	0	0	0	0	0	0	0	0	0	0
MANEAL	1.68	2.83	0	0	0	0	0	0	0.55	0	0	0
MANF	0	0	0	0	0	0	0	0	0	0	0	2.4
MANSC1	0	0.24	0	0.13	0	0.04	0	0	0	0.05	0.23	0.06
MAOA	0	0	0	0	0	0	0	0	0	0	0	0
MAOB	0	0	0	0	0	0	0	0	0	0	0	0
MAP10	0.21	0	0	0	0	0.39	1.73	0	0	0	0	0
MAP1A	0	0	0	0	0	0.09	0	0.37	0	0	0	0
MAP1B	0.02	0.05	0.22	3.52	0.28	0.21	0	0	0	0	0	0
MAP1LC3A	0	0	0	0	0	0	0	0	0	0	0	0
MAP1LC3B	0	0	0.54	2.88	0.73	0	0.19	0	0.39	0.78	0.48	0.33
MAP1S	0	0	0	0	0.64	0	8.2	0	0	0.47	0	2.3
MAP2	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K1	2.68	2.51	1.69	2.09	5.79	2.62	1.25	0	3.4	1.08	1.26	5.72
MAP2K2	0	0.27	2.94	4.39	1.65	0.99	2.49	8.11	11.39	3.77	0.27	0
MAP2K3	0.87	0.94	7.63	2.62	0.29	0	0	0	1.58	1.09	1.12	10.35
MAP2K4	1.41	0	0	0	0.63	0	0	0	0	0	0	0
MAP2K4P1	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K5	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K6	1.21	0.45	0	0	0	0	0	0	0	0	2.5	0
MAP2K7	0.07	0.08	0	1.07	1.93	0.9	0	8.78	0.47	0	1.62	0
MAP3K1	0.14	1.18	0	2.5	1.04	0.26	1.54	0	0.17	2.58	0.36	0.77
MAP3K10	0	0	0	0	0	0	0	5.72	0	0	0	0
MAP3K11	0.52	0.29	1.02	10.94	2.02	0.36	0	0.26	0.66	1.6	0.64	1.8
MAP3K12	23.18	23.8	30.92	27.42	28.75	22.4	20.81	9.78	34.7	47.76	26.12	38.48
MAP3K13	2.43	1.75	0.69	2.35	0.97	1.4	1.46	2.53	2.41	1.75	0.54	3.24
MAP3K14	0	0	0.57	0.24	0	0.3	0	0	9.18	0.61	0	0
MAP3K19	0	0	0	0	0	2.45	0	0	0	0	0	0
MAP3K2	0.48	0.1	0	0.38	1.02	0.02	1.73	4.64	0.24	0.87	0.96	4.68
MAP3K20	0	0	0.1	0	0.75	0.3	0	2.12	0	2.03	0.08	0
MAP3K21	0	0	0	0	0	0	0	0.58	0	0	0	0
MAP3K3	3.71	6.26	3.85	3.97	5.93	3.17	1.88	2.28	9.44	5.19	8.24	13.52
MAP3K4	0.1	0.36	2.6	0	3.86	0	1.48	0	3.27	1.83	0.08	0
MAP3K5	0.05	0	0	0	0.27	0.22	0.35	0	0	0	0	0.85
MAP3K6	0	0	0	0	0.09	0.25	0	0	0	0	0	0
MAP3K7	0.07	0	0	0.16	0	0	0.53	0	0	0	0	1.12
MAP3K7CL	0	0.38	0	0	0	0	0	0	0	1.73	0	0
MAP3K8	0	0.2	2.46	3.47	0	0	0	0	13.9	4.65	5.95	9.34
MAP3K9	0.02	0	0	0.03	0	0	0	0	0	0	0	0
MAP4	0	0.52	1.54	0	0.17	0	0	0	0.78	0.94	0	0
MAP4K1	0	0	3.07	0	0	1.66	0	0	0	0	0.39	0
MAP4K2	0	0.38	0	2.1	0	0.03	3.58	0	0	1.8	0	0
MAP4K3	0	0	0	0	0	0	0	0	0	0.36	0	0
MAP4K4	0.47	0.94	1.99	4.67	1.83	2.27	0.08	3.17	5.37	3.25	0.12	0.57
MAP4K5	0	0	0	0	0	0	0	0	0	1.47	0	0
MAP6	0	0	0	0	0	0	0	0	0	0	0	0
MAP6D1	0	0	0	0	0.09	0.22	0	0	0	0	0	0
MAP7	0	0	0.55	0	0.63	0	0	0	0	0	0	0
MAP7D1	0	3.74	2.81	5.05	10.58	2.44	0.38	1.09	1.55	10.03	0.24	8.64
MAP7D3	0	0	0.11	0	0	0	0	0	0	0	0	0
MAP9	0	0	0	0	0	0	0	0	0	0	0	0
MAPK1	0.18	0.32	1.22	0.22	1.64	0.24	1.09	0	6.53	0.72	1.55	0.12
MAPK10	5.08	6.54	7.98	7.85	5.16	3.71	9.4	1.92	3.03	1.86	0.37	0
MAPK11	0	0	0	0	0	0	0	0	0	0	0	0
MAPK12	0.62	0	0	0	0	0	0	0.69	0	0	0	0
MAPK13	0	0	0	0.11	0	0	0	0	0	0	0.03	0
MAPK14	0.17	0	0	3.38	0.88	3.06	0	0	0	1.18	0.45	0
MAPK15	0	0	0	0	0	0	0	0	0	0	0	0
MAPK1IP1L	0.59	3.59	6.7	15.73	8.23	1.81	3.65	0.97	0.34	7.33	0.86	1.37
MAPK3	0	0.11	0	0	3.96	4.42	0	6.09	2.22	0.71	7.05	0
MAPK4	0	0	0	0	0	0	0	0	0	0	0	0
MAPK6	3.15	0	0	0	0.21	0	0.45	0	0.18	1.8	2.37	0.38
MAPK7	9.08	0	5.19	14.43	1.34	0.1	0.67	5.54	2.28	8.6	0.89	8.66
MAPK8	0	0.12	0	0	0.05	0	0	0	2.49	0	0	0.51
MAPK8IP1	0	0	0	0	0	0	0	0	0	0.29	0	0
MAPK8IP2	0	0	0	0	0	0	0	0	0	0	0	0
MAPK8IP3	1.96	0	12.86	7.35	2.36	0.28	0	13.32	9.54	4.68	0.59	1.82
MAPK9	0	0	0	0	0.12	0	0	0	0	0.26	0	1
MAPKAP1	0	0	0	1.69	0.29	0.36	0	0	0.33	0	0	0
MAPKAPK2	0	0.46	0	0	0.48	0.53	2.68	0.66	0	0.73	0.4	0
MAPKAPK3	1.58	2.01	10.6	0.86	5.83	4.56	12.66	0	8.82	6.74	10.85	11.06
MAPKAPK5	0.57	0	0	1.05	1.86	0	0.05	0	1.71	0.89	0	2.79
MAPKAPK5-AS1	7.64	4.66	3.49	8.89	7.57	2.6	9.18	0.25	8.36	4.3	3.25	12.41
MAPKBP1	0	0	0	0	0	0	0	0	0.09	0	0	0
MAPRE1	0.1	0	0.94	0	0.11	0.62	0.48	0	1.34	0.72	0	0
MAPRE2	0	0	7.01	0	0	0	3.31	0	0	0	0.53	0.31
MAPRE3	0	2.45	0	0	0	0	0	0	0	0	0	0
MAPT	0.36	0	0.2	0.73	0	0.51	0.21	0	0.63	0.17	0.04	0.7
MARCHF1	0.41	0.4	0	4.66	0.16	1.49	0	0	0.16	0	0.04	0
MARCHF10	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF2	3.22	0	2.63	0	0.63	0	0	4.26	2.14	0.67	1.89	0.75
MARCHF3	0	1.4	0	0	0.57	0.97	0	0	0	0	0	0
MARCHF4	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF5	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF6	6.02	12.1	8.35	27.5	27.13	7.48	28.31	17.63	29.23	28.55	12	5.29
MARCHF7	28.07	49.86	85.7	34.16	44.15	49.94	38	4.95	15.86	27.52	34.7	39.5
MARCHF8	0.13	2.96	0	0.74	0.81	0.51	0	0	0	8.05	0.61	2.38
MARCHF9	0	0	0	0	0	0	0	0	0	0	0	0
MARCKS	0	0.38	1.33	1.82	2.45	0.58	0	0.9	0	1.06	1.05	1.66
MARCKSL1	0	0	2.87	0.47	0.57	1.51	0	0	0.16	1.63	0.29	0.45
MARCO	0	0	0.47	1.58	3.02	0	0	0	13.03	6.07	0.12	0
MARF1	1.99	0	0.1	2.73	0.68	0.45	0	0	0	2.42	0.03	0.95
MARK1	0	0	0	0	0	0	0	0	0	0	0	0
MARK2	10.07	0	0.17	2.19	0.76	0	0	3.66	0	0.32	0.1	1.82
MARK3	3.88	2.32	2.02	5.81	6.49	0.93	0	0.43	0	5.16	3.35	4.37
MARK4	0	0	0	0	2.61	0.13	4.64	2.22	1.16	0.47	0	0.33
MARS1	0	0	0.75	8.66	8.46	1.38	1.86	3.96	14.36	12.8	4.32	6.89
MARS2	0	0	0	0	0	0	0	0	0	0	0	0
MARVELD1	1.68	0.25	1.97	0.22	1.13	0.21	0.19	2.72	0.38	0.86	0.67	0.21
MARVELD2	0	0	0	0	0	0.24	0	0	0	0	0	0
MARVELD3	0	0	0	0	0	0	0	0	0.25	0	0	0
MAS1	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0	0	0	0	0	0	0
MASP1	0	0	0	0	0	0	0	0	0	0	0	0
MASP2	3.72	0	0.39	3.52	2.35	1.87	8.51	0	3.11	5.16	1.15	0.28
MAST1	0	0	2.03	1.92	0	0	0	0	0.81	0	2.51	0
MAST2	0	0	0	0	0.44	0	0	0	0.08	0.11	0	0
MAST3	0.66	0	0.08	0	1.7	0.94	0.61	0	1.73	0.26	0	0.69
MASTL	3.24	4.42	9.12	13.26	8.19	4.32	0.17	0.4	2.96	4.9	8.02	4.23
MAT1A	0	0	0	0	0	0	0	0	0	0	0	0
MAT2A	3.11	0	2.47	7	3.9	4.99	0	0.7	5.24	1.09	0	0
MAT2B	3.47	0	0	0	0	0	0	0	0	0	0	0
MATK	0	0	0	0	0	0	0	0	0	0.46	0	0
MATN1	0	0	1.08	0	0.15	2.3	0	0	0	0.35	0	0
MATN2	0.24	0	1.64	0	0.3	0	0	0	2.58	0	0	0
MATN3	0	0	0	0	0	0	0	0	0	0	0	0
MATN4	0	0	0	0	0	0	0	0	0	0	0	0
MATR3	7.07	0.63	3.17	3.3	0.77	1.45	1.96	0.44	4.7	3.15	1.18	4.36
MAU2	1.47	0.58	4.14	0	3.34	0.83	0	15.76	1.6	2.14	0	4.89
MAVS	0.33	0.02	0	0	0.19	0.02	0	0	0.04	0.08	0.13	0
MAX	3.15	5.62	2.46	1.26	5.2	5.07	4.73	1.71	6.45	0	0.11	1.5
MAZ	0	0	0.21	0	0.53	1.87	0.96	0	0.11	0.12	0.17	0
MB	0	0	0	0	0	0	0	0	0	0	0	0
MB21D2	0	0	0	0	0	0	0	0	0	0	0	0
MBD1	0	0.51	0	0.49	0.58	0	0	0	0	0.68	0.66	0
MBD2	0	1.6	0	0	0.45	0.13	0	0.43	1.74	0	3.71	8
MBD3	0	0.57	0	2.24	0	0	2.35	0	0	0.64	0	0
MBD3L1	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0	0	0	0	0	0
MBD4	3.45	0.66	0	0	0	0	0	0	0	0	1.83	0.62
MBD5	1.17	0	4.71	1.4	6.15	2.17	0	0	0.25	0	0.85	0
MBD6	1.44	7.9	0.62	13.12	4.06	0.75	12.03	2.41	24.57	5.83	0.15	6.03
MBIP	0	0	0	0	0	0	0	0	0	0	0	0
MBL1P	0	0	0	0	0	0	0	0	0	0	0	0
MBL2	0	0	0	0	0	0	0	0	0	0	0	0
MBLAC2	0	0	0	0	0	0	0	0	0	0	0	0
MBNL1	4.84	5.63	13.55	18.04	12.34	3.81	15.95	5.21	6.35	2.73	3.27	9.02
MBNL2	0	0	0	0	0	0	0.14	0	0	0	0	0
MBNL3	0	0.14	0.3	4.05	0.43	0.72	0	0	0	1.49	0	0
MBOAT1	0	0	0	0	0	0	0	0	0	0.07	0	0
MBOAT2	0	0	0	0	0	0	0	0	0.03	0	0	0
MBOAT7	0.57	0	1.2	0.12	1	0	7.85	0	0	1.07	0.22	0.61
MBP	0.3	7.88	23.91	2.62	7.22	1.31	0.87	0.97	8.5	9.92	16.85	2.41
MBTD1	1.12	1.36	0	1.32	0.28	0.18	0	0	0	0.24	0	0.27
MBTPS1	0.08	0.09	0.62	0	0.1	1.18	0	1.98	10.31	0	0.1	0
MBTPS2	0	0	1.5	0	0	0	0	0	0	0	0.1	0
MC1R	0	0	0	0	0	0	0	0	0	0	0	0
MC2R	0	0	0	0	0	0	0	0	0	0	0	0
MC3R	0	0	0	0	0	0	2.95	0	0	0	0	0
MC4R	0	0	0	0	0	0	0	0	0	0	0	0
MC5R	0	0	0	0	0	0	0	0	0	0	0	0
MCAM	0	0	0.1	0	0.09	2.18	0	0	0	0	1.3	0
MCAT	0	0	0	0	0	0	0	0	0	0	0	0
MCC	1.11	2.44	0.52	2.43	3.16	1.47	0	0.58	2.42	1.28	1	0.45
MCCC1	0	0	0	1.05	0	0.56	0	0	0	0	0	0
MCCC2	0	0	0	0	0	0	0	0	0	0	0	0
MCEE	0	0	0	0	0	0	0	0	0	0	0	0
MCEMP1	0	1.66	2.41	0.84	2.17	0.54	0	0	0.14	4.58	1.91	0
MCF2	0	0	0	0	0	0	0	0	0	0	0	0
MCF2L	0	0	0	0	0	0	0	0	0	0	0	0
MCF2L2	1.54	3.15	1.9	11.32	3.37	2.85	8.26	1.12	26.4	25.48	8.67	36.45
MCFD2	28.13	39	19.16	60.66	80.56	11.17	11.24	16.73	78.48	24.5	56.86	77.67
MCHR1	0	0	0	0	0	0	0	0	0	0	0	0
MCHR2	0	0	0	0	0	0	0	0	0	0	0	0
MCL1	2.31	3.87	2.04	6.43	10.05	2.59	6.67	0.92	3.9	5.51	4.01	1.7
MCM10	0	0	0	0	0	0	0	0	0	0	0	0
MCM2	0	0	0	0	0	0	0	0	0	0	0	0
MCM3	0	0	0	0	0	0	0	0	0	0	0	0
MCM3AP	4.58	3.21	0.54	2.82	11.63	4.83	2.88	2.19	7.91	1.25	0.3	0.13
MCM3AP-AS1	25.15	37.17	36.25	67.55	48.37	32.45	30.88	8.55	18.04	28.09	9.27	5.01
MCM4	0	0	0	0	0	0	0	0	0	0	0	0
MCM5	1.34	0	0.6	0	0.58	0	0	0	0	0	0.18	0
MCM6	0	0	0	0	0	0	0	0	0	0	0	0
MCM7	0.51	1.93	0.37	0	2.43	0	0	1.75	0.08	3.59	1.77	1.33
MCM8	0	0	0	0	0	0.06	0	0	0	0	0	0
MCMBP	0.53	0.64	1.55	2.81	0.14	0.49	0	0	1.15	0.27	0.31	0
MCMDC2	0.24	1.28	0.52	0.42	0.39	0.98	0	0	0	0.36	0.25	1.27
MCOLN1	0	0	1.19	0.63	0.98	0.75	3.49	0	0.81	0.51	0.31	0
MCOLN3	0	0	0	0	0	0	0	0	0	0	0	0
MCPH1	0	0	0	0.35	0	0	0	0.84	0	0	0	1.29
MCRIP2	2.52	0.41	0	0	0.95	0.87	0	0	0.11	0	0	0
MCRS1	1.05	0	0	0	0.31	0.22	4.17	0	0.38	0	0	0
MCTP1	4.72	0.65	0.88	3.85	0.95	2.74	0	0	0	0	0.3	0
MCTP2	0	0	0	0.16	0.46	0.4	0	0	0	0	0	0
MCTS1	0.71	1.23	0.76	0.95	1.88	1.61	0.5	1.6	5.45	1.54	0.11	2.91
MCU	0	0.12	0	0	0	0.1	0	0	0	0	0	0
MCUB	0	0	0	0	0	0.21	0	0	0	0	0.6	0
MCUR1	0.04	0	0	1.27	0	0.12	0	0	0	0	0.84	0
MDC1	0	0	0	1.58	0	0	0	0	1.41	0	0	0
MDFI	0	0	0	0	0	0	0	0	0	0	0	0
MDFIC	0	0	0	0	0	0.29	0	0	0	0	0	0
MDGA2	0	0	0	0	0	0	0	0	0	0	0	0
MDH1	0.29	0	4.87	0	5.36	2.71	0	0	4.58	0.37	0	0
MDH1B	0	0	0	0	0	0	0	0	0	0	0	0
MDH2	4.9	3.77	6.28	0.71	8.8	8.78	5.06	0.96	0	0	1.28	4.96
MDK	0.19	0	0	0	0	0	0	0	0	0	0	0
MDM1	0	0	0	0	0	0	0	0	0	1.11	0	0.41
MDM2	1.98	0.11	8.87	0.36	3.15	0.06	2.69	0.08	0.25	3.5	0.18	1.64
MDM4	0.24	3.27	0	1.77	0.34	0.2	0.07	0.16	6.67	1.38	0.08	0.06
MDN1	0.13	0	0	2.75	0.26	0.17	0.16	0.05	0.1	1	0.06	0.02
MDP1	0	0.26	0	0	0	0.69	0	0.7	0	2.23	0	0
ME1	0	0	0	0	0	0	0	0	0	0	0	0
ME2	0	0	1.64	0	0.81	0.26	0	0	0.28	0	0	0
ME3	0	0	0	0	0	0	0	0	0	0	0	0
MEA1	2.1	12.11	6.27	16.17	9.08	6.9	16.86	9.04	3.07	5.84	3.36	9.02
MEAF6	1.62	0	0	0	0.95	0	0	0	0.18	0	0	0
MEAK7	0	0	0	0	0	0	0	0	0	4.35	0	0
MECOM	0	0	0	0	0	0	0	0	0	0	0	0
MECP2	1.89	0.13	0	0.32	0.51	0.04	0	0.14	19.92	4.08	0.77	0.13
MECR	0	0.34	0	0	0	0	0	0	0	0	0	0
MED1	0.06	0.66	0.67	0.62	0.55	0.32	0	0.53	1.02	0.3	0.37	0.91
MED10	0	0	0	0	0	0	0	0	0	0	2.98	0
MED12	1.24	0	0.28	2.63	15.24	0.45	0.35	0.91	0.56	1.3	0.91	0.92
MED12L	0.04	10.25	0.7	0	0	3.01	0	0	0	0	0	0
MED13	0	0.08	0	0.17	0.16	0.3	0	0	0.53	0.14	0	0
MED13L	0	1.31	0	2.77	2.12	0.5	2.89	0.48	0.87	1.15	3.86	4.56
MED14	0	0.03	0.06	1.49	0	0.11	0	0	0	0.38	0.68	0
MED15	0	0	0	0	1.08	0	3.37	0	0	0	0	0
MED16	0.34	1.27	0.14	0	2.29	0.13	0	2.33	1.14	0.41	0	0
MED17	0.14	0	2.23	0.61	1.65	0	0	0	1	0.53	0.86	0
MED18	0	0	0	0	0	0	0	0	0	0	0	0
MED19	1.08	0.22	0.16	9.03	8.23	1.34	2.69	1.68	1.15	4.3	1.78	2.13
MED20	0	0	0	0	0	0	0	0	0	0	0	0
MED21	0	0	0	0	0	0	0	0	0	0	0	0
MED22	0.13	0.21	7.32	1.09	0.37	1.36	0	0	0	0.08	0.91	0
MED23	0.31	0	0	0	0	0	0	0	0	0	0	0
MED24	0	0.36	0	13.48	0.37	1.29	0	0	0	0	0	0
MED25	0	0	0	0	0	0	0	0	0	0.39	0	0
MED26	0	2.66	0	0	0.57	0	0	3.44	1.54	0	5.76	0
MED27	0	2.43	0	0	0	0.23	0.49	0	0	0	0	0
MED28	0.02	0.1	0	0.23	0.05	0.04	0	0	0	0.11	0.02	0
MED29	4.48	5.01	9.81	44.76	31.87	7.83	7.27	25.84	38.22	30.43	24.37	25.74
MED30	0	0	0	0	0	0	0	0	0	0	0	0
MED31	0	2.39	1.96	2.02	1.08	4.09	7.28	0	0.15	1.1	0	2.36
MED4	0	0	0	0	1.45	3.46	0	0	0	0	0	0
MED6	0	0	0	0	0	0	0	0	0	0.47	0	0
MED7	0	0	0	0	0	0	0	0	0	0	0.16	0.26
MED8	0	0	0	0	0	0	0	0	1.93	0	0.45	0
MED9	0	0	0	0	0	0	0	0	0	0.14	0	0
MEDAG	0	0	0	0	0	0	0	0	0	0	0	0
MEF2A	0.17	0	0	0	0.56	0.04	0	0	0	0	0	1.34
MEF2C	1.2	8.66	2.67	0.38	3.28	0.64	0	0.77	0	1.46	0	0
MEF2D	0.09	0	0.52	1.53	4.96	1.36	0	0.88	5.6	3.52	1.48	3.28
MEFV	4.85	6.38	1.46	1.96	7.14	4.24	9.45	13.2	1.3	2.63	0.62	1.36
MEG3	0	0	0	0	0	0	0	0	0	0	0	0
MEG8	0	0	0	0	0	0	0	0	0.3	0	0	0
MEGF10	0	0	0	0	0	0	0	0	0	0	0	0
MEGF11	0	0	0.08	0	0.05	2.1	0	0	0	0	0.32	0.3
MEGF6	0	0	0	0	0	0	0	0	0	0	0	0
MEGF8	0.07	0	0	0	0	0.08	0	0	0	0	0	0
MEGF9	0	1.15	0.26	0	1.62	0.68	0.96	0.31	0.04	0	0.27	0
MEI1	0	0	0	0	0	1.19	13.19	0	0	0	0	0
MEIS1	0	0	0	0	0	0	0	0	0	0	0	0
MEIS2	0	0	0	0	0	0	0	0	0	0	0	0
MEIS3	0	0	0	0	0	0	0	0	0	0	0	0
MEIS3P1	0	0	0	0	0	0	0	0	0	0	0	0
MELK	0	0	0	0	0	0	0	0	0.62	0	0.48	0
MELTF	0	0	0	0	0	0	0	0	0.49	0	0.16	0.34
MEMO1	1.38	0	2.35	0	0.46	4.71	0	4.79	4.94	2.47	0	0
MEN1	0	0	0.29	0	0.77	0	3.75	0	0	0	0	0
MEOX1	0	0	0	0	0	0	0	0	0	0	0	0
MEOX2	0	0	0	0	0	0	0	0	0	0	0	0
MEP1A	0	0	0	0	0	0	0	0	0	0	0	0
MEP1B	0	0	0	0	0	0	0	0	0	0	0	0
MEPCE	0.09	0.53	2.04	1.28	1.62	0.33	0.82	1.09	1.31	2.38	1.52	4.73
MEPE	0	0	0	0	0	0	0	0	0	0	0	0
MERTK	0	0	0	0	0	0	0	0	0	0	0	0
MESD	0.06	1.17	1.52	0	0	0.96	0	1.41	0	0	0	1.44
MESP1	0	0	0	0	0	0	0	0	0	0	0	0
MESP2	0	0	0	0	0	0	0	0	0	0	0	0
MEST	1.11	0	2.38	0	1.74	0.1	0	0	0	0	0	0
MET	0	0	0	0	0	0	0	0	0.69	0	0	0
METAP1	0.83	0	0	0	0	0.9	0	0	0	0.47	0.4	0
METAP2	2.73	0	0	0	0	3.9	0	0	0	0	0.18	0
METRN	0	0	0	0	0	0.07	0	0.15	0	0	0	0
METTL1	0	0	0	0	0	0	0	0	0.44	0	0	0
METTL11B	0	0	0	0	0	0	0	0	0	0	0	0
METTL14	0	0.65	0	0	0.04	0.52	0	0	0	0	0	0
METTL15	0	0.6	0.65	2.72	5.31	0.2	0	0	0.16	0.28	1.26	0
METTL16	0	0	0	0	0	0.12	0	0	0	0	0	0
METTL17	0.47	0.73	0	0	0	0	0	0	0	0	0	0
METTL18	0	0	0	0	0	0	0	0	0	0	0	0
METTL21A	3.24	1.78	5.52	1.03	2.83	0.53	2.01	0	4.15	0.57	3.97	0
METTL21C	0	0	0	0	0	0	0	0	0	0	0	0
METTL21EP	0	0	0	0	0	0	0	0	0	0	0	0
METTL22	0	1.12	0.88	1.53	1.4	0	0	0	0	4.83	1.66	5.64
METTL23	3.41	0	7.44	10.25	13.29	1.87	53.1	13.33	12.21	6.67	9.29	24.34
METTL25	1.79	0.55	13.68	7.31	17.35	14.25	0	0	12.34	11.17	25.76	25.57
METTL25B	3.54	3.23	0.81	5.76	1.78	0.9	0	0	0.41	2.26	2.69	4.45
METTL26	0	0	0	0	0	0	0	0	0	0	0.45	0
METTL27	0	0	0	0	0	0	0	0	0	0	0	0
METTL2B	0	1.97	0	0	0	0	0	0.08	0	0	0	0
METTL3	6.97	11.25	6.49	11.25	16.78	1.7	10.69	6.65	35.44	38.54	7.7	13.47
METTL4	0	0	0	0	0	0	0	0	0	0	0	0
METTL5	4.62	3.28	1.99	2.69	3.45	1.2	1.84	0	1.1	4.78	3.58	0
METTL6	0	0	0	0.3	0	0	0	0	0	0	0.47	0
METTL7A	0	0	0	0.23	0.51	0.33	0.34	0	0	0	0	0.88
METTL7B	0	0	0	0	0	0	0	0	0	0	0	0
METTL8	0	0.03	0	0	0.07	0.03	0	0	0	0	0	0
METTL9	0.38	0	1.5	0	0.48	0	0	0	0	2.95	0	0
MEX3A	0	0	0	0	0	0	0	0	0	0	0	0
MEX3B	0	0	0	0	0	0	0	0	0	0	0	0
MEX3C	0	0	0	0.17	0.21	0	0.15	2.92	0	0.59	0	0.25
MFAP1	0	4.17	0	0	0	0	0	0	0	2.89	0	0
MFAP2	0	0	0	0	0	0	0.67	0	0	0	0	0
MFAP3	0	0	0	0	0	0	0	0	0	0.27	0	0
MFAP3L	0	0	0	0	0	0	3.65	0	0	0	0	0
MFAP4	1.65	2.81	5.15	0.58	3.26	1.67	6.14	9.97	8.06	8.66	5.01	11.15
MFAP5	0	0	0	0	0	0	0	0	0	0	0	0
MFF	0	0	0.9	0	0	0.34	0	0	0	0	3.23	0
MFGE8	0.57	0	0	0	0	0	0	0	0	0	0	0
MFHAS1	0.04	0	0	0	0.13	0	0	0	0	0	0	0
MFN1	0.33	0	0.31	0	0.35	0.22	0.78	0	0.51	0	0.08	0.54
MFN2	0.21	0.59	0	0.16	1.62	0.3	0	0	0	0.07	0.42	2.55
MFNG	0.37	0.41	8.25	0.89	1	0.91	0	1.7	1.1	1.84	3.36	0
MFSD1	10.87	2.06	26.47	0	7.82	1.73	0	0	1.84	16.56	5.18	0
MFSD10	0.32	2.62	0	0.67	0.89	0.25	0	0	0.23	0	0.28	0
MFSD11	30.02	27.27	17.89	62.36	47.6	18.05	34.51	26.66	55.84	55.12	39.68	64.18
MFSD12	1.81	0	1.26	5.21	4.19	2.79	8.35	10.26	4.39	8.13	1.59	14.54
MFSD13A	0.26	1.34	0	5.99	2.21	0.48	0	0	1.37	2.59	0.08	0
MFSD14A	0	0	0	1.77	0	0.85	1.67	0.18	0	0	0.08	0
MFSD14B	0	0	0.28	0	0	0.07	0	0	0	0.72	0.06	0
MFSD14C	0	0	0	0.04	0	0	0.06	0	0.12	0.06	0	0
