gene	Hugo_Cell_2016-Pt1	Hugo_Cell_2016-Pt2	Hugo_Cell_2016-Pt4	Hugo_Cell_2016-Pt5	Hugo_Cell_2016-Pt6	Hugo_Cell_2016-Pt7	Hugo_Cell_2016-Pt8	Hugo_Cell_2016-Pt9	Hugo_Cell_2016-Pt10	Hugo_Cell_2016-Pt12	Hugo_Cell_2016-Pt13	Hugo_Cell_2016-Pt14	Hugo_Cell_2016-Pt15	Hugo_Cell_2016-Pt19	Hugo_Cell_2016-Pt20	Hugo_Cell_2016-Pt22	Hugo_Cell_2016-Pt23	Hugo_Cell_2016-Pt25	Hugo_Cell_2016-Pt27A	Hugo_Cell_2016-Pt27B	Hugo_Cell_2016-Pt28	Hugo_Cell_2016-Pt29	Hugo_Cell_2016-Pt31	Hugo_Cell_2016-Pt32	Hugo_Cell_2016-Pt35	Hugo_Cell_2016-Pt37	Hugo_Cell_2016-Pt38
MSRB1	10.595	50.68505	18.6649	23.1786	12.33925	28.2849	27.72565	23.6721	13.4347	15.92895	18.7952	20.70525	22.5211	26.8296	19.96005	18.19595	28.41975	48.37625	14.2574	12.79095	71.44665	15.17415	27.8298	22.2996	19.4256	22.9797	21.6743
MSRB2	6.7264099999999996	21.28725	11.22	12.3056	9.20051	43.68465	8.906215	12.36265	3.78945	1.3634	5.83679	7.040475	16.76885	53.03135	11.36015	7.93047	17.5807	47.0587	13.1521	9.669275	7.728685	21.3	21.3566	9.89127	14.5313	37.1056	9.56268
MSS51	0.41009	0.1728765	0.302076	0.0639811	0.252307	0.5615025	0.2307135	0.4524915	0.4275455	0.3939895	0.2942035	0.434817	0.6742855	0.6600565	1.069856	0.491284	0.829079	0.2377515	0.323723	0.700962	0.568639	0.433885	0.152779	0.919089	0.461611	0.240802	0.972814
MST1	0.5769745	42.633	1.84551	0.251808	0.4511785	2.58759	1.6014	2.094185	2.43678	2.232545	1.82065	1.0464375	4.775085	4.763895	2.737065	0.832689	2.269095	1.631515	1.057408	1.95925	3.369395	2.198425	0.251114	2.86097	0.383699	1.35527	1.15381
MST1L	0.244374	3.3141	0.1193575	0.03594985	0.0755193	0.345208	0.580434	0.32965	0.9798865	0.0587494	0.5971525	0.168361	0.8502005	0.1202584	0.50078	0.1267655	0.464345	0.07545725	0.3263115	0.6384965	0.602322	0.5535075	0	0.41486	0.355339	0.268711	0.255216
MST1R	1.621595	0.05917615	0.652148	3.882515	0.03092555	0.2850245	0.08314395	1.05449	0.921506	0.2087755	1.01705	0.05812875	0.1845825	1.758285	0.165947	0.141001	0.12339895	0.0350326	0.0709284	0.08598625	9.262985	0.539606	0	0.10484	0.015293	0.0212872	0.755085
MSTN	0.0764993	0.02750835	0.03636365	0.0075706	0.03148435	0.2667145	0.20345	0.226412	0.08468705	0.04049495	0.04250305	0.0179643	0.078645	0	0.0601501	0.12029895	0.122617	0.04547485	0.3282655	0.7007695	0.2061055	0.0916476	0.0306749	0.197503	0	0.0886567	0
MSTO1	7.8584	8.178845	13.4699	6.63876	5.88509	10.087855	12.64115	7.933075	9.717645	12.9254	8.854295	8.721335	12.7439	19.98485	12.2576	7.017205	18.21515	19.61095	4.843265	5.9667	10.7912	5.423985	24.6565	13.4928	8.94833	8.89692	6.58054
MSX1	4.75513	1.71171	0.1189426	2.90628	2.26025	4.840195	5.330795	5.63491	8.44423	2.9263	2.11165	19.94435	2.92896	3.616515	0.7947295	2.50167	7.0560600000000004	3.135435	1.068945	0.844068	1.921585	1.55138	14.2063	204.403	4.81029	0.502749	5.17302
MSX2	2.090405	1.351375	0.512539	5.97213	1.243735	14.03835	1.83493	2.009345	4.858855	0.4716385	1.438915	0.359815	0.95484	1.190725	0.581239	1.79674	1.0037085	3.819015	1.99381	2.57084	3.714835	0.058216	6.02112	17.2623	1.10791	6.36615	0.64919
MT1A	0.680176	31.35075	0.2093485	0	0.170972	0.555484	26.2664	18.5797	12.74185	0.4757965	7.031745	2.797425	3.304305	0.256661	0	0.8929755	7.359535	1.51351	0.6218325	0	0.832017	0.5374745	0.578461	4.43953	0.379588	0	0.443667
MT1B	0	0.1755465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6858645	0	0	0	0	0	0	0	0	0	0
MT1E	327.1975	693.3765	1.92673	0.4936875	4.014455	4.31896	206.7705	345.7635	53.09865	146.2205	129.9405	274.2455	22.5345	35.4401	53.4627	34.67785	140.4115	18.869	9.90789	3.579375	477.1215	13.1608	23.0744	6.95203	4.67372	4.32203	126.393
MT1F	5.87292	407.1585	13.9711	0.3844455	26.962	71.94355	68.88625	46.5554	12.37385	3.10411	51.476	8.145925	31.47865	123.129	39.65495	11.65385	33.4844	97.2015	5.1476	1.679285	29.5626	11.2482	16.0447	19.6817	11.8843	3.12471	27.9033
MT1G	0.98189	2137.81	7.8736	0.89508	1.590535	4.47994	63.5732	17.08085	8.744125	1.659155	6.93197	12.9793	6.019115	1.71157	6.061715	3.964255	14.191	3.765135	7.100255	0.827951	70.44145	3.338215	2.95902	0.577856	1.54372	1.07712	0.893701
MT1H	0.4220435	444.886	0.100224	0.2242185	0.0780285	0	2.344158	2.974565	2.377885	0.115379	1.50086	11.114	0.136991	0	3.190765	2.33966	2.4601	1.3116765	0.2106915	0	16.4621	0.2196355	0	0	0	0.526279	0
MT1JP	0.064679	0	0	0	0	0	0	0	0	0.1114615	0	0.068588	0	0	0	0	0	0.330001	0	0	0.5946945	0	0	0	0	0	0
MT1L	2.5377	48.08165	0.4117735	0.383005	23.3894	8.489225	15.72015	43.41365	18.42645	84.16895	35.9468	35.80345	2.608505	2.374875	1.265259	7.43781	4.57284	5.242145	1.540885	0.6166985	14.483765	4.7403	4.22042	13.7232	1.37017	1.85577	2.74607
MT1M	2.003785	119.625	0.0760695	0.1203845	0.422123	5.74518	64.618	25.7195	6.67659	6.207715	9.118725	7.94932	4.678785	0	1.670369	5.980345	21.5588	3.16986	1.14587	0.093095	11.278595	0.70879	1.94224	3.87251	0.929538	0	1.44902
MT1X	204.8305	1252.355	49.1188	36.59275	252.412	86.90235	108.7765	182.605	109.9415	88.3408	133.263	132.423	40.76645	490.635	81.82075	101.5336	100.467	98.1519	266.6495	240.716	1017.182	61.27255	77.761	74.2058	80.9083	130.085	334.5
MT2A	2031.615	2723.95	168.999	219.356	1150.98	835.98	782.6975	3357.32	1178.085	2967.905	2302.98	1271.87	492.8635	2843.32	435.2335	361.808	620.282	647.321	1705.085	1014.995	3130.545	363.8705	1979.35	534.557	428.724	1476.89	3278.19
MT3	0.0355239	0.243085	0.214357	0	0.1204524	1.95198	1.2620945	0.7975005	10.8675	0.574618	10.63455	0.474618	0	0.2347115	0.4067735	0.07025905	0.2555265	0.1837365	0.432788	0.3030115	0	0	0.316884	0.319077	0	0.285139	0.468336
MT4	0	0	0.169359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52352	0	0	0	0	0
MTA1	14.04675	15.0714	15.56485	16.884	17.23435	14.1316	14.52975	14.3055	14.6937	16.03825	14.899	19.7994	16.2426	56.9176	18.4186	12.6988	15.5106	27.1375	26.99	31.18715	14.77635	14.8119	29.813	45.2546	30.6377	35.7851	22.1016
MTA2	21.63985	13.93875	21.5668	24.0431	23.42475	27.03145	35.58625	26.30325	21.9356	27.7079	30.56025	42.264	19.47665	28.8369	29.9987	29.23395	21.1163	24.63245	30.6895	26.02565	75.75275	20.08725	25.2956	36.7173	53.2662	34.9909	57.6608
MTA3	11.4023	11.5192	20.36795	14.89225	10.4331	13.83175	8.69482	9.071405	9.810515	6.55202	10.8309	6.67287	6.887665	16.5323	8.381515	14.22495	11.05765	43.0058	7.866035	7.81109	17.36475	6.24742	8.64081	10.0542	15.1479	13.2442	8.34244
MTAP	8.213675	12.88525	10.02107	17.5601	0.928658	8.522135	6.6385	5.020825	1.172835	13.9888	1.440125	39.51485	6.125655	6.146975	4.91624	3.14724	6.18084	3.697165	13.17765	17.61945	4.832305	1.47433	3.62603	6.00666	17.2302	9.68388	5.15411
MTBP	1.98158	1.59693	1.96293	2.12509	1.286785	1.827985	1.946215	1.279695	4.678055	2.96548	2.55354	3.29797	1.152755	0.6008745	1.41751	2.888695	2.577505	1.247085	1.86228	2.433815	1.37052	2.58336	0.70183	1.95039	1.58977	1.06003	1.35501
MTCH1	78.3056	75.60315	69.4047	162.164	47.55725	88.6804	105.514	92.3038	62.32105	41.48365	79.7573	144.462	126.1215	138.421	97.583	65.1618	80.3552	95.41875	75.0979	76.34415	98.7798	86.4786	156.52	139.484	127.586	172.553	62.0518
MTCH2	32.62775	38.30955	43.9988	53.3685	46.19825	86.43075	21.7828	37.00205	58.5871	38.24205	47.2619	38.10135	33.3808	36.33765	20.81125	36.48185	22.6488	30.06095	33.7666	31.4499	46.15115	23.23025	69.7176	20.4823	66.862	75.5136	39.2857
MTCL1	2.526535	0.5740775	0.6902175	1.35604	2.874945	5.330735	0.250409	0.186558	6.744005	0.4543995	1.468815	7.80884	1.0413545	0.889067	0.218308	0.9754235	3.33231	0.998345	0.131746	0.05925705	4.37725	0.6710925	1.35741	0.886273	0.125282	0.495263	1.20336
MTCP1	0.7486795	0.3712615	0.755003	0.5382285	1.688415	0.971458	1.627905	0.828412	0.9107385	0.410855	0.5129265	1.4848	0.9996005	0.4202835	0.8976135	0.814661	1.51562	0.370329	0.655495	1.124645	0.5174915	0.893883	1.21597	0.347204	0.629503	0.543742	0.744309
MTDH	37.0498	31.3494	20.27225	28.72225	32.5881	14.04865	43.0771	22.98675	59.3459	24.3155	42.7789	19.6768	17.5338	8.69967	32.15355	29.49255	22.05345	16.60535	25.89845	26.7963	15.99895	35.75865	49.7747	51.4802	33.8865	44.4069	47.7266
MTF1	3.86691	2.526855	2.114565	2.21803	5.13443	3.06273	1.93662	2.361505	2.49098	4.539745	4.46957	3.258485	1.925025	1.88397	2.52427	3.37015	1.867245	0.9391455	2.826465	3.18321	6.10253	2.38682	4.22652	3.92879	2.89547	1.83851	4.27031
MTF2	8.2766	3.619225	6.91891	6.24567	6.300195	7.92931	5.341945	6.32671	6.940795	15.9585	6.595385	12.3958	9.87045	6.61643	7.49661	9.02141	5.44667	5.14784	6.241785	6.594995	4.5376	8.34513	3.03647	10.0643	10.0705	4.44513	11.0009
MTFMT	7.257805	4.642305	6.61514	12.1283	19.0712	4.32464	2.32736	5.50185	7.343415	7.64077	5.7699	3.33502	2.99645	7.720965	3.27777	5.86037	2.09902	3.015805	3.357275	3.73725	4.11929	5.06655	4.87543	5.48332	7.27955	5.58068	8.64151
MTFP1	9.104105	7.451955	14.4118	21.15105	17.17085	45.41195	18.7079	19.2082	27.977	16.8848	5.465805	17.36805	30.9234	49.653	21.55365	9.76046	21.1459	51.099	11.5316	8.29012	17.97295	41.91945	110.812	13.0781	47.2167	50.4568	17.4472
MTFR1	7.250255	12.55825	10.69415	7.981085	9.253185	6.584695	9.87399	7.33651	16.96585	11.9876	5.8226	7.601	7.01047	4.74568	9.765385	9.63984	13.66195	8.820025	7.957755	8.07404	7.609765	9.95003	3.61562	4.43625	7.70761	2.65401	3.18673
MTFR1L	40.46025	31.73795	20.7247	23.55115	25.44395	25.11445	24.5265	29.66465	22.78135	34.54145	43.26175	20.8859	31.99465	15.77735	28.2274	24.94185	22.29165	33.6467	18.9852	22.1612	14.3627	18.20885	35.4178	26.2461	27.912	29.0681	20.0944
MTFR2	1.271805	0.6298755	2.396965	1.88454	2.768485	4.7774	3.50746	4.580115	2.744895	3.540325	1.35917	7.69071	2.555245	1.64216	1.832965	1.758735	4.424705	4.275705	3.67683	1.8529	2.978685	2.72784	7.3456	1.09869	4.11323	2.93816	2.74854
MTG1	7.982075	23.9982	13.4344	7.85298	9.06909	24.17395	14.2311	14.678	15.21715	11.04395	7.074325	17.4831	22.83545	32.19875	15.6371	9.778965	14.0705	18.99175	13.47035	11.7997	37.6173	21.26625	16.2587	15.7311	13.3582	17.9826	20.1961
MTG2	6.20632	8.25648	18.074	9.550915	9.735235	10.06324	10.902	8.063325	11.1429	12.97265	7.8823549999999996	15.62385	29.9491	20.84965	12.5098	10.61615	11.0381	15.39005	7.657825	7.915015	14.40295	8.75183	14.2474	12.0558	10.3368	9.90504	10.9376
MTHFD1	20.71815	41.11175	30.33065	24.59265	39.30685	19.15315	16.35765	28.0875	21.1282	56.68605	17.67365	32.24055	16.63035	25.0664	17.6839	24.42595	15.38545	23.96805	38.75055	32.90715	21.3035	23.3224	29.7774	15.2008	24.3151	37.1267	20.9548
MTHFD1L	11.44945	15.0703	11.65635	22.9421	25.6376	9.20753	15.46955	11.06985	12.1927	7.276965	13.6712	22.15885	15.6934	14.23095	13.74235	7.439625	13.7146	18.8115	46.2033	34.58065	10.34374	23.57875	43.1022	7.22303	26.0771	47.568600000000004	10.853
MTHFD2	38.5789	36.36865	21.65895	41.8631	17.4634	12.6603	21.99115	21.4631	52.06695	44.34605	25.2648	38.38475	28.324	34.04385	29.76245	26.2322	67.75085	35.86125	44.2994	33.54605	19.00845	54.8404	19.316	27.0622	35.4027	41.6554	42.1389
MTHFR	6.51555	6.20034	5.492805	2.28412	3.72203	3.67513	11.31205	4.31984	3.59464	8.20989	6.49853	1.808355	5.965045	8.67893	7.612335	6.573075	5.025295	7.87305	9.309575	10.80135	7.98732	5.155465	10.0192	10.0173	9.77546	12.49	10.0284
MTHFS	14.2292	40.64945	6.734745	20.33965	28.44225	8.269155	7.718665	16.31735	10.8659	13.75595	10.85945	4.94195	6.8315	14.35005	11.5303	12.51165	12.18415	12.9089	6.792895	8.568465	3.12183	8.41481	4.74353	7.27757	21.2872	14.8172	10.4027
MTHFSD	5.38732	4.35032	5.13045	6.090365	5.82098	4.479605	4.30921	6.40014	3.9241	5.48034	4.66782	2.69463	4.60036	3.73029	3.753545	4.004675	2.83738	5.08615	3.37389	3.70996	5.62124	2.830785	4.13885	6.99595	3.52766	5.52876	5.30633
MTIF2	15.59285	18.85035	12.93505	12.41545	20.48295	10.33455	18.4923	14.1192	12.919	17.73035	9.69303	19.62125	14.0798	10.2717	10.41885	12.03695	14.38935	14.00925	14.72515	14.8703	13.94475	14.08285	16.0879	11.3587	21.0507	19.3019	12.7832
MTIF3	29.39765	41.88475	26.6644	46.18925	52.67945	30.8564	34.2945	31.94655	17.2305	18.6438	29.4605	24.5509	32.10185	14.504	38.5802	30.5114	44.9542	22.7553	29.83025	31.6887	32.7893	31.09225	21.2143	26.7695	23.7423	34.3461	28.8452
MTM1	7.237295	10.642150000000001	4.69647	11.9712	13.39655	7.41939	3.49534	5.6383	4.5112	3.354765	7.957905	5.12626	3.26694	1.925565	6.029405	7.37529	3.951485	1.52859	6.056935	7.601255	4.746065	5.831205	0.974949	1.59069	3.41461	2.46968	5.43071
MTMR1	5.158715	4.88901	7.514905	9.02817	7.815645	3.412175	5.61645	4.714115	3.56271	3.10339	4.201215	6.281365	3.1919400000000002	3.88851	5.8715	4.96467	2.417635	2.41382	6.96988	7.477165	8.30501	4.22282	1.85524	2.22729	4.24259	2.89831	9.24005
MTMR10	9.564215	21.2274	11.553	15.05365	15.92505	44.35775	6.82283	7.247625	5.335335	7.96732	11.52625	3.321245	5.88348	5.048035	9.611205	10.5836	4.227525	4.45879	16.4781	18.1294	4.751725	3.1545	2.93484	5.06689	10.8335	7.31013	7.52027
MTMR11	4.973785	11.2632	4.160585	6.05292	0.435392	2.490775	3.51206	1.34352	3.38856	4.85678	8.803015	3.22942	1.267445	6.27373	1.97073	2.28899	2.932455	0.384615	1.095525	1.116705	3.064295	0.9704055	1.13503	11.3661	1.15534	1.35681	0.826715
MTMR12	9.22367	9.85403	10.36425	10.4242	9.256735	6.25616	6.70422	7.030135	8.52492	5.1271	6.28702	8.28725	5.70178	2.37203	7.487345	8.88018	6.07408	4.280535	9.190835	11.03185	6.410025	6.283995	2.79618	3.98498	4.86282	8.62718	7.60995
MTMR14	17.4478	14.9566	40.0647	15.73485	13.68095	21.30235	18.6299	20.7856	19.04965	13.6838	10.79685	15.63815	23.12655	35.3967	23.1028	16.7803	16.0935	125.383	22.7588	20.28185	17.45375	20.2249	19.3181	6.77524	8.94892	24.2622	33.7453
MTMR2	17.13955	11.85675	6.065015	15.1542	13.03995	7.369745	14.5172	10.4091	13.62495	9.82832	12.27755	7.455725	5.18849	7.274325	7.299565	19.52895	18.0451	60.2363	18.3463	22.5121	7.93725	10.13409	5.122	7.57973	14.2826	14.8463	8.27404
MTMR3	7.421675	6.424535	11.81835	6.682295	9.641535	6.235835	4.72605	6.183705	8.703145	7.329825	3.43983	3.15386	3.25453	8.964415	9.103715	7.83426	2.97008	3.28264	6.46599	8.302445	7.90542	8.472115	5.78731	11.2749	10.0106	4.32329	5.18089
MTMR4	11.7518	13.4791	12.1834	4.286	9.47752	6.45429	8.23293	7.59077	8.204125	4.632735	7.422265	5.668665	8.88477	7.830645	9.34346	5.888545	6.752105	6.772225	7.72566	10.0581	6.72034	18.27755	6.74917	8.50799	9.40524	8.6726	10.5915
MTMR6	14.144	15.763	12.82155	27.73245	20.50495	6.0761	10.82775	10.6024	6.90721	9.38257	11.5806	9.087165	7.921065	2.630315	9.162545	11.8993	8.677465	2.818025	17.44775	20.8437	5.95174	13.55755	2.07311	7.88653	6.92452	3.80613	6.81519
MTMR7	1.362665	1.27895	0.609286	0.7017265	0.7275685	1.27906	2.565855	1.523225	0.454541	1.244075	1.404715	0.896854	1.228525	0.3839835	1.298145	1.35191	1.502195	1.468805	1.30629	1.74772	0.991687	0.536371	0.244763	0.853631	1.09233	0.324573	0.585098
MTMR8	0.457338	0.1004604	0.7622245	0.398867	0.5226495	0.01558925	0.30764	0.01539615	0.01552425	0.63412	0.4190925	0.03168115	0.2962615	0.2387095	0.4955925	0.3047805	0.0986853	0	0.5231665	0.630451	0.1657495	0.4299325	0.213186	0.0276046	0.0197583	0.0878492	0.658632
MTMR9	5.3192	4.120885	3.685665	3.774265	3.591385	2.168295	5.03324	2.93851	2.24823	5.282835	3.05828	2.50575	1.45938	0.872528	2.088815	3.400885	2.63893	1.746135	2.94752	4.112755	2.07234	2.44624	2.36098	2.85561	2.51392	2.13709	3.02436
MTNR1A	0	0	0.05852045	0	0	0	0	0	0.0153891	0	0.0371717	0	0	0	0	0	0	0	0	0.0209234	0	0.02501865	0	0	0	0	0
MTNR1B	0.0088403	0	0	0	0.00872095	0	0.03863445	0	0	0	0	0	0	0	0	0	0	0	0.0243337	0	0.0290237	0	0	0	0	0	0
MTO1	8.40222	10.9712	4.309625	4.79476	5.601385	5.30482	3.620785	6.72114	6.4062	7.71669	7.695805	7.66523	5.893765	2.30805	5.41175	6.817945	5.949725	2.5538	5.953845	7.23129	13.65905	6.70647	2.69238	2.83102	7.602	2.39594	8.8883
MTOR	13.437	7.63378	9.88282	8.637615	10.60395	10.33395	7.64143	8.26353	8.059715	14.03635	10.8134	7.511865	4.23702	6.720145	6.354545	9.47345	6.928225	5.99921	8.887385	9.279375	8.27415	8.4734	14.8118	6.55676	17.8367	9.06254	8.41014
MTPAP	5.388245	6.28657	6.52815	7.661925	6.336325	5.15321	3.03918	3.20528	4.811735	5.75303	2.32611	3.73535	4.66642	3.61917	4.37322	4.166255	3.38859	3.20365	6.75346	8.293145	3.634285	4.4725	1.81864	2.28502	4.7651	3.92366	3.24039
MTR	8.26886	7.74407	8.812465	8.170245	4.973855	6.53345	3.33548	5.91512	12.2474	11.6052	10.2638	4.062305	3.424875	2.98233	4.96567	8.219615	2.64463	3.8821	12.9553	17.3564	1.555975	5.32246	1.87654	6.33559	4.61048	4.56007	4.96833
MTRF1	3.34962	3.495615	2.3586	5.98555	5.774255	1.83485	3.649675	1.86072	2.809235	3.44876	2.371965	2.369245	2.513085	0.951188	2.392505	2.52007	1.586655	1.642855	2.782105	4.53585	2.54814	3.284845	1.02366	2.18762	2.25535	1.96581	2.63647
MTRF1L	7.522355	10.803	4.71948	6.832255	12.6965	9.32483	8.263935	5.866245	8.446315	8.030265	7.442055	9.54761	3.922915	2.55734	5.585485	6.964545	5.55682	3.763795	11.46745	12.13175	7.67114	6.52737	9.13154	8.43534	7.60305	6.8342	7.47636
MTRR	13.8469	12.67665	10.31045	11.52335	15.0218	36.5175	10.9591	14.40745	13.59835	14.93765	12.89635	11.70265	12.10865	4.29465	9.000635	7.42414	12.8188	7.20663	10.12697	12.12465	15.4095	10.0512	5.09862	5.8863	7.11625	7.08056	8.41495
MTSS1	4.0742	21.27295	15.71055	2.373785	16.80125	4.67485	34.93305	3.704775	4.18108	2.42416	7.85295	4.724025	4.46036	5.20509	20.10975	15.4474	4.613905	11.3857	10.1401	10.79755	26.8449	6.8976	5.85171	8.06532	6.34686	1.58641	10.3669
MTTP	0.06475345	28.23215	0.0343312	0.10248655	0.0580208	0.0051639	0.07577735	0.0681772	0.1085033	0.024942215	0.1336795	0.00492603	0.04996315	0.01948375	0.0835982	0.128197	0.011792125	0.0356131	0.0237678	0.04219145	0.4950365	0.070908	0.0579396	0	0.0663335	0.037382	0.0464662
MTURN	7.78685	12.37835	31.54215	4.558485	2.921445	18.43205	2.584155	8.252495	23.78325	0.6462745	3.78146	3.34765	58.1517	11.20625	4.671495	4.79405	12.18555	12.7016	5.41669	9.115565	4.06941	4.235445	6.89542	4.62243	6.04371	5.65091	2.29429
MTUS1	8.54221	17.3589	11.496	4.11614	11.53875	14.93895	22.24285	64.71045	40.10105	115.915	18.16245	3.47817	11.54295	9.53295	35.3629	20.1074	21.42985	16.2753	16.8997	22.85145	12.5374	11.27675	7.34579	12.7524	13.5559	12.8905	13.7098
MTUS2	0.07381995	0.007596225	0.010944205	0.024118	0.07255165	0.0320713	0.0252055	0.119263	0.0159744	0.0662835	0.00764263	0.00922039	0.0897164	0.0200615	0.00775055	0.015905495	0.09522915	0.05699065	0.02613988	0.0337096	0.05131965	0.02918705	0.309113	0.196577	0.0140096	0.0398994	0.0173953
MTX1	17.43565	20.4427	21.8678	18.6112	9.69391	30.7608	26.73125	30.0107	25.773	18.44535	15.43465	26.736	22.0618	66.47825	32.0478	14.94505	28.72175	74.52085	18.69075	15.76515	32.1357	12.19405	64.8385	38.2054	28.8286	63.447	22.2914
MTX2	49.6556	35.81475	39.91685	46.2302	51.37415	28.78	36.10125	46.931	75.2846	31.42765	36.10765	36.98795	59.12965	47.2472	26.51125	35.82125	33.0102	28.20305	23.0459	22.33455	43.80015	29.06595	27.3731	41.5534	42.2374	30.5488	18.8102
MUC1	0.8253175	0.913159	3.028615	0.456339	0.0636564	2.88849	2.79663	2.132925	2.852025	0.897148	7.8904	1.417475	2.089835	3.237205	8.731715	1.99568	2.71102	10.01229	3.30512	1.995415	7.25468	47.04095	3.56376	3.90527	0.585254	8.33677	1.43709
MUC12	0.00759797	0	0.00768992	0.00115735	0.005955535	0.00294775	0.08948605	0.006536225	0.252323	0.0289817	0.006046245	0.002678665	0.116984	0.007146	0.00784783	0.005489915	0.03796525	0.0167293	7.4489e-4	0.002488115	0.00460684	0.0209963	0.0170217	0.00467163	0.00572197	0.00427393	0.0145195
MUC13	0.004816555	0.075972	0.00687295	0	0.01131635	0.00702365	0.0121881	0.06406905	0.0433448	0.1879455	0.00585755	0.07849055	0.0070108	0	0	0.01244485	0.0178718	0.0178717	0.00516605	0	0.0115714	0.0142905	0.0585265	0.497412	0	0	0
MUC15	0.0313632	0	0	0.0198625	0.12054595	0	0	1.282815	0.0323073	0.0280263	0.172795	0.0455388	0	0	0	0.00672725	0.004505765	0	0.00875785	0	8.96932	1.383875	0	0	0	0	0.020807
MUC16	4.702295e-4	0	0	0	2.93845e-4	0	7.91945e-4	3.16671e-4	0	8.43175e-4	0.00415099	0	0.001965505	0.00244412	0.009088845	0.0013980355	0	5.82475e-4	0.001903355	9.148305e-4	0.003123335	0.0025081745	0.0096498	0	0	0	0
MUC17	0	0.00198108	0	0	0	0	0	0	0.001663215	0.00150773	0	0	0	0.002741755	0	0	0.001321985	0	0	0	0	0	0	0	0	0	0
MUC2	0.001102315	0	0	0	0.001260945	0	0	0	0.001027955	0.007397765	0	0.001640865	0.00364639	0	0	0	0.00299357	0	0	0	0.0305581	0	0.00967491	0.0581045	0	0	0
MUC20	0.196852	0.8102005	0.05197875	0.207698	0.1273025	0.751908	3.16628	0.8606295	0.161613	0.07028755	0.0922291	46.1795	0.5871995	0.4793795	0.64309	0.3768385	1.487545	0.7360795	0.225549	0.437549	1.100663	1.508645	0.71406	0.388686	0.20901	0.127714	0.595108
MUC4	0.0062545	0.01372865	0.002396195	0	0.012914015	0	0.01224395	0	6.98335e-4	0.00153915	0	0.131044	0	0	0.0078156	0.01523117	0.0191321	0.0278768	0.0133357	0.00992741	0.5946665	1.0349125	0.0222937	0	0.00367587	0.0106336	0
MUC6	0.00126665	0.017657	0.00743945	0.00129617	0.025049	0.00373702	0.0129848	0.002339215	0.00121556	0.00277854	0.012879925	0.00719655	0.0251845	0.0108264	0	0.001918295	0.01321825	0.004582355	0.04182505	0.0639488	0.0230267	0.1231345	0.0437704	0.715137	0.0517706	0.323098	0.27547
MUC7	0.0114689	0	0.2362055	0.0196017	3.558845	0	0	2.76472	4.81894	0.01998795	240.4775	0	0.0081468	0.1410815	0.02410735	0.243271	0.160657	0.01000725	0.04526625	0.131409	0	0.115529	1.70583	0	0	0.180463	0
MUCL1	0.9018165	0	0	0.4661275	0.2530205	0.181905	1.007592	531.926	0.0939585	0.1719205	0.2108845	0.09262035	0.18788850000000001	0	0.2482695	0.0729015	0.6985335	0	0	0	75.6626	0.0818465	0	0.363324	0	0	0.283656
MUS81	10.89885	5.755745	8.656525	13.16075	6.695805	11.6257	11.4642	9.527285	9.131355	11.25065	8.690325	15.87475	15.3545	13.86765	10.90655	9.788285	14.89905	9.849275	11.37855	12.31555	12.33895	11.7207	13.1969	15.7881	18.4991	28.4324	19.2244
MUSK	0.01457865	0.01276125	0	0	0.152772	0.0086117	0	0.0355571	0.0637571	0	0.4878405	0.4424585	0.0086998	0.1449921	0	0.00613725	0	0	0	0.0133958	0	0.0076951	0.0341952	0.0659523	0	0	0.609897
MUTYH	5.12504	3.659345	2.73703	3.900295	2.19813	7.409175	5.887495	5.269485	3.781545	8.289755	3.60549	6.384145	12.1222	26.1789	6.72373	3.814035	6.79411	9.343165	5.33498	5.16393	7.33313	3.60907	12.3765	9.02483	8.62924	16.2026	8.4688
MVB12A	22.83255	28.235	16.78685	30.19785	5.736115	36.9018	32.5896	26.1518	21.28015	21.9143	23.2023	21.1111	36.4294	141.1735	28.83885	16.46005	41.2661	107.2415	35.85325	31.27045	42.6154	26.1309	97.2807	56.3125	31.6015	70.2568	19.3178
MVB12B	1.389715	2.5613	37.1085	0.4669505	3.451995	8.792365	5.289245	4.182735	4.14181	0.553565	5.441835	3.31013	2.317725	9.238215	4.01784	7.945735	3.19796	5.97499	5.16422	3.633735	2.061595	6.90803	7.01307	7.98221	7.56044	0.969894	4.33272
MVD	7.992345	9.163975	15.04545	8.6227	6.81229	61.1049	17.07865	20.74295	21.9278	12.479	14.5825	26.7897	16.05695	43.7828	19.29495	11.566	11.3257	21.0262	13.2894	11.2066	75.542	13.16015	21.9934	9.93269	11.1316	24.518	24.3249
MVK	2.564295	9.604265	4.685955	6.236655	5.028845	13.8629	8.27394	11.47025	5.626855	6.18277	6.25488	5.563385	6.284295	27.6316	10.03475	4.35175	6.736505	11.6467	8.78856	7.333635	35.45115	6.72692	11.4141	6.3539	5.99636	12.0843	8.64847
MVP	68.92535	50.1784	21.2939	66.76665	42.8085	92.31925	137.911	88.36985	65.67135	49.0452	83.36655	130.84	38.64765	90.70315	73.10615	37.3217	42.5025	47.07885	81.01585	59.12955	80.9525	26.45455	117.597	75.3917	39.9484	96.0616	89.079
