	IP-08	IP-108b	IP-115b	IP-124b	IP-127	IP-138b	IP-140b	IP-148	IP-197	IP-214	IP-28	IP-31b	IP-36	IP-38b	IP-46	IP-52	IP-57	IP-58b	IP-60	IP-67b	IP-73	IP-82b	IP-89b	IP-99
NCOA3	40.3	21.24	33.46	36.15	17.65	15.7	22.68	19.45	36.91	17.57	57.09	39.35	37.45	114.1	31.72	21.88	11.28	11.88	25.15	28.35	14.01	42.62	17.29	22.65
NCOA4	24	8.01	30.12	37.64	46.33	31.97	30.87	22.99	34.09	51.94	10.95	38.06	14.11	313.44	23.5	35.72	34	19.99	27.15	22.88	18.39	12.38	28.45	18.31
NCOA5	18.17	3.58	11.47	15.25	6.12	11.42	14.27	9.79	5.34	9.79	11.55	9.84	12.74	8.64	10.36	10.34	10.75	4.95	8.23	18.78	8.63	17.83	9.72	6.28
NCOA6	30.85	8.95	23.79	27.06	7.47	43.43	37.88	12.39	18.86	15.35	75.79	16.08	28.36	26.52	26.56	13.01	16.44	23.87	11.72	45.02	13.67	41.58	45.39	10.16
NCOA7	21.74	16.99	22.3	20.97	10.66	20.98	15.61	20.83	30.73	11.16	3.42	40.66	12.41	15.36	40	57.86	4.97	36.5	24.02	10.43	6.43	2.87	10.45	6.09
NCOR1	62.17	39.87	85.31	94.44	30.31	120.06	71.49	42.36	39.04	68.41	44.53	59.67	42.36	51.48	45.95	40	41.24	28.96	43.49	54.58	55.69	44.12	91.18	30.78
NCOR1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76	0	0	0
NCOR2	181.01	82.78	92.5	163.49	39.55	280.97	593.5	79.6	28.62	58.9	99.74	61.08	61.21	80.94	99.11	77.27	107.82	289.55	37.54	73.49	103.46	206.02	562.59	76.66
NCR1	0.82	1.58	0	1.54	0	0	0	1.2	0	0	0	1.35	0	5.79	0.82	0.85	0	0	0	0.48	0	5.03	0	0
NCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCS1	3.6	2.16	4.22	5.03	0.31	7.62	10.01	3.89	0.41	2.03	4.01	2.87	2.24	2.41	0.83	8.41	7.19	8.13	0.95	2.86	4.76	6.11	20.63	6.37
NCSTN	55.65	20.23	45.16	78.7	32.42	135.22	84.68	35.63	80.33	75.75	116.42	60.81	123.93	48.75	37.87	55.78	101.45	76.29	19.99	85.15	36.44	252.07	48.97	45.13
NDC1	3.23	2.81	16.31	4.18	4.88	2.45	1.55	7.13	17.96	4.61	5.43	3.68	12.05	17.64	5.68	4.87	9.53	2.85	4.21	14.75	3.55	1.99	1.92	4.18
NDC80	3.81	3.63	9.72	3.81	1.94	1.99	2.24	2.74	11.53	10.93	3.97	1.8	2.25	18.94	1.79	6.03	2.93	1.09	1.06	8.99	3.19	0	1.64	6.48
NDE1	40.63	20.73	24.03	33.65	3.47	34.7	80.27	7.72	27.17	17.79	26.14	13.3	27.58	19.8	13.7	14.01	13.95	38.99	6.6	13.1	15.18	38.16	32.74	22.21
NDEL1	49.87	63.8	67.5	56.16	22.07	70.42	37.11	23.66	20.16	39.57	43.13	79.61	40.95	46.56	42.15	35.81	40.94	36.27	38.65	34.88	53.84	27.99	58.62	48.04
NDFIP1	13.54	13.16	25.12	32.85	42.08	15.08	11	23.15	32.42	46.38	19.5	55.34	16.08	22.37	9.45	17.44	22.07	8.76	31.98	16.48	20.81	16.4	11.59	42.29
NDFIP2	2.54	1.98	5.01	5.69	11.06	9.95	10.45	5.75	9.03	10.86	8.8	7.08	16.42	31.62	4.51	6.83	6.02	5.77	7.83	5.57	6.32	3.73	8.03	5.79
NDN	1.42	0.19	1.1	8.46	0.59	2.52	2.77	1.91	0.63	1.37	0.31	6.42	0	1.17	2.15	1.08	0.91	2.45	3.28	1.59	2.59	2.81	4.42	0.92
NDNF	19.2	0.75	0	1.73	79.95	22.65	9.47	43.56	19.9	1.75	3.62	1.95	0.9	3.77	16.1	36.15	1.02	4.14	36.78	1.02	5.23	4.52	3.49	0.56
NDOR1	4.79	4.69	4.88	7.99	1.49	10.03	8.35	3.41	1.93	1.72	2.04	1.65	7.66	2.66	5.29	2.56	5.18	8.76	2.69	8.41	2.05	9.67	11.59	4.22
NDP	0	0.76	0	1.44	0	0	0.98	0	0	0	0	0	0	0	0	0	0.76	0	0	1.34	0.22	0	0	0
NDRG1	179.68	164.21	407.48	67.02	20.92	136.5	329	253.6	919.84	83.93	812.66	123.17	67.57	104.45	135.66	274	58.53	119.76	97.52	172.14	80.67	176.5	153.54	652.28
NDRG2	28.55	14.99	7.98	28.79	18.52	77.01	62.29	24.3	2.3	14.27	30.7	22.79	47.57	8.73	8.29	7.76	8.66	15.89	21.91	31.35	6.08	73.45	35.57	0.56
NDRG3	17.82	5.97	18.58	11.31	4.6	15.74	20.42	6.24	6.81	13.15	70.2	18.61	26.86	11.9	14.24	14.44	15.27	6.16	10.44	20.1	8.54	24.68	10.82	7.88
NDRG4	9.39	1.32	3.97	3.01	1.26	6.6	7.48	5.91	0.58	7.21	4.3	17.7	8.98	2.15	0.2	2.87	10.93	2.85	5.79	4.68	2.71	38.81	8.28	2.04
NDST1	12.11	19.54	13.49	25.59	9.39	18.08	39.66	9.21	7.65	15.51	7.11	20.46	24.32	14.84	15.37	12.04	9.1	19.13	9.22	34.38	15.51	38.03	47.77	9.47
NDST2	32	17.44	19.11	30.05	14.76	36.13	32.39	18.29	5.06	11.13	14.74	33.24	12.02	13.65	24.56	15.1	12.22	16.7	12.04	15.67	13.57	38.79	43.53	14.79
NDST3	0	0.17	0	0.24	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0
NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA1	47.64	16.57	50.89	59.75	8.7	112.69	149.02	44.58	34.29	45.62	78.53	50.13	14.45	48.08	27.88	49.21	112.89	83.97	23	109.96	77.67	130.75	37.92	110.65
NDUFA10	42.51	19.04	41.28	53.65	46.02	40.34	40.34	28.24	35.97	41.58	43.97	37.33	65.43	58.01	29.91	24.15	30.76	21.69	21.98	65.58	32.41	130.48	28.04	31.46
NDUFA11	27.78	10.83	7.87	17.86	3.18	25.62	30.42	23.12	10.19	5.16	25.2	14.46	16.91	14.8	14.37	17.15	18.26	48.41	12.26	16.56	14.48	42.73	32.39	18.8
NDUFA12	17.02	14.52	36.15	28.24	10.42	36.15	27.51	23.78	37.82	26.06	18.5	27.31	10.2	49.6	22.03	16.37	33.68	21.87	12.79	42.86	26.2	24.74	16.57	53.94
NDUFA13	54.17	21.49	31.48	37.83	4.44	85.41	78.13	43.73	29.78	18.96	41.99	33.39	26.67	73.07	34.06	28.23	38.8	53.06	15.29	44.57	36.13	47.35	51.72	29.49
NDUFA2	13.43	1.5	6.44	9.38	9.44	14.93	7.32	6.94	21.67	10.95	3.24	11.66	8.62	10.24	7.54	8.4	16.4	24.68	2.66	13.93	12.14	37.36	5.21	14.8
NDUFA3	37.82	2.15	28.25	49.69	12.37	86.83	45.21	41.32	38.27	36.69	26.83	31.94	17.75	65.78	24.62	17.01	28.24	98.21	19.85	21.15	32.23	112.74	52.23	35.04
NDUFA4	21.12	11.91	30.84	53.49	24.54	56.35	16.79	40.75	129.14	50.69	35.75	33.12	15.78	51.74	25.94	14.38	57.66	45.75	31.32	35.12	38.88	47.73	22.55	36.35
NDUFA4L2	3.82	3.65	1.86	9.86	0	12.3	30.09	3.05	3.96	3.25	14.18	11.31	1.19	1.59	6.17	3.07	5.79	13.33	2.63	8.65	4.04	17.65	39.33	0.36
NDUFA5	22.78	10.45	50.22	38.1	19.28	33.91	9.23	37.6	48.08	38.71	35.9	33.54	21.5	44.02	30.56	45.13	16.77	11.76	16.29	42.5	23.5	14.64	6.34	34.65
NDUFA6	6.74	5.73	14.83	10.83	10.96	16.48	14.12	19.72	52.87	25.78	18.66	27.92	9.21	87.11	15.46	10.87	22.58	9.09	13.43	34.39	17.98	36	6.2	8.15
NDUFA7	9.22	2.94	9.48	6.07	5.34	8.68	6.77	11.93	8.83	11.57	9.72	5.99	5.56	10.12	4.56	12.15	7.17	12.68	7.37	6.49	7.51	18.95	11.86	11.81
NDUFA8	8.19	4	12.14	10.06	3.85	9.12	6.59	11.9	21.9	5.79	12.09	6.18	6.4	9.25	6.13	13.45	14.78	4.78	2.34	10.44	8.19	3.6	9.68	12.44
NDUFA9	28.25	7.82	46.49	25.99	28.34	30.33	9.61	19.57	38.07	25.42	16.21	32.62	24.19	37.14	12.69	21.81	47.18	8.71	18.11	39.75	22.69	21.43	15.01	15.67
NDUFAB1	10.72	4.04	24.8	11.63	14.55	9.84	10.33	14.01	38.96	28.37	22.91	22.52	16.54	25.53	9.06	13.31	32.48	6.35	11.41	20.62	18.56	30.51	14.91	17.25
NDUFAF1	3.06	2.88	3.88	6.92	1.14	6.45	3.04	4.03	2.31	4.93	0.4	8.1	2.26	3.15	6.99	5.5	4.97	2.76	3.76	2.96	5.49	3.44	2.87	2.92
NDUFAF2	3.75	7.29	5.69	16.15	5.99	5.56	14.79	11.23	10.59	12.66	6.42	9.43	1.34	39.52	5.46	4.48	10.23	7.42	2.29	12.83	16.3	2.61	6.49	21.5
NDUFAF3	18.07	9.13	16.11	10.67	9.43	23.06	25.16	19.6	15.54	11.52	10.14	6.17	20.46	9.27	8.38	11.41	16.72	5.89	4.77	9.13	8.36	49.01	23.66	22.15
NDUFAF4	1.97	2.24	7.84	3.2	2.46	1.72	1.07	3.99	2.89	2.37	2.58	5.28	3.36	3.94	3.57	4.03	7.67	0	1.8	1.36	3.92	8	2.64	3.04
NDUFAF5	13.75	14.82	24.72	23.08	32.2	10.15	1.75	13.91	10.1	19.42	6.32	24.88	9.18	7.93	17.45	6.79	34.27	7.08	17.14	18.52	20.35	11.44	11.71	5.88
NDUFAF6	16.85	2.27	15.08	17.28	39.06	9.7	6.26	17.8	13.3	27.05	21.95	18.16	10.62	18.76	20.49	19.3	12.76	10.56	54.93	19.98	8.56	5.99	6.04	28.8
NDUFAF7	10.26	4.88	13.19	13.75	10.67	12.5	4.85	12.61	10.59	19.87	10.91	15.33	15.44	12.56	8.61	7.13	8.43	3.03	9.59	9.71	6.49	6.37	7.97	6.82
NDUFB1	37.99	19.62	79.43	46.72	32.76	46.39	26.12	46.19	123.29	56.54	33.06	91.48	32.44	119.13	20.36	32.94	54.76	37.09	25.1	24.1	48.06	81.75	3.27	23.06
NDUFB10	15.04	12.26	28.59	24.78	4.74	41.44	58.2	25.67	42.27	35.15	37.56	15.91	25.96	23.47	11.2	16.56	29.2	58.35	16.11	37.24	26.65	46.52	67.47	23.53
NDUFB11	9.8	2.96	7.46	3.32	1.27	15.46	11.34	8.16	6.79	5.77	15.04	6.56	9.56	11.3	7.33	15.92	10.63	25.79	9.65	20.9	12.03	16.45	5.75	11.39
NDUFB2	24.41	12.1	36.52	39.89	6.41	24.15	25.01	29.6	37.55	20.9	26.23	24.98	30.28	41.09	20.18	33.74	36.13	12.98	16.97	72.1	22.55	20.89	20.7	33.28
NDUFB3	22.52	6.3	20.68	24.07	4.22	35.29	16.42	27.08	54.71	35.61	13.08	21.04	23.38	58.01	24.37	16.34	32.28	9.29	10	30.79	22.96	9.7	1.79	26.35
NDUFB4	35.75	7.35	52.25	49.52	18.49	56.41	28.16	62.76	96.25	38.79	53.95	50.91	17.97	52.85	23.21	42.08	43.2	47.18	36.44	33.81	41.15	40.27	54.82	79.56
NDUFB5	15.91	9.78	56.96	21.93	23.61	11.3	5.24	41.7	118.56	33.61	22.35	49.05	39.12	37.65	20.83	22.3	51.3	4.72	22.1	35.93	13.48	17.08	4.54	24.52
NDUFB6	2.55	1.24	2.77	7.22	0.85	8.8	4.87	5.54	5.32	4.73	2.58	4.8	1.52	4.74	3.39	2.1	4.44	4.97	4.93	3.44	2.83	1.92	2.49	14.37
NDUFB7	25.42	0.82	25.63	11.64	2.57	24.77	25.72	13.81	14.12	1.23	1.33	8.73	6.01	13.27	3.37	12.87	5.81	3.97	6.42	12.09	11.61	23.69	12.85	13.97
NDUFB8	43.13	18.49	36.36	50.85	11.88	42.26	50.1	40.15	43.8	42.67	25.05	33.69	34.81	61.2	31.61	51.6	80.53	42.48	23.66	16.08	44.84	42.24	28.53	24.21
NDUFB9	33.99	8.62	75.55	19.79	12.61	24.72	32.9	60.97	96.7	31.12	51.08	20.2	14.49	44.61	28.03	46.45	77.55	8.57	39.23	92.29	33.12	51.53	25.56	49.72
NDUFC1	8.86	2.98	23.25	17.46	7.94	15.59	11.22	15.64	26.42	26.67	20.17	16.91	9.19	19.54	6.6	14.77	31.12	7.02	6.72	14.46	18.15	6.07	9.9	12.12
NDUFC2	20.33	1.02	26.56	14.85	10.43	25.25	1.94	20.84	75.16	35.75	3.15	13.1	12.72	31.66	8.56	19.47	20.12	0	6.2	43.76	10.3	23.26	17.95	5.62
NDUFS1	14.55	16.15	24.01	36.07	13.98	32.19	19.95	17.82	30.89	26.85	22.9	31.5	29.05	16.62	22.72	19.74	21.68	11.79	12.95	40.2	23.81	21.32	10.42	14.21
NDUFS2	29.73	17.73	51.21	34.21	11.86	44.4	30.85	37.97	41.24	38.99	31.92	38.18	45.88	61.57	32.47	32.24	75.43	35.95	18.58	63.69	28.07	43.13	31.47	48.34
NDUFS3	33.82	4.31	22.18	38.43	36.48	28.97	24.08	27.6	27.45	14.41	36.31	20.25	19.03	35.71	17.25	17.92	33.72	43.15	7.84	70.98	22.01	21.13	34.66	22.24
NDUFS4	11.54	3.72	13.29	15.38	10.64	10.36	11.91	17.42	17.87	31.78	35.4	24.87	4.26	15.39	7.97	5.16	17.14	1.53	10.65	24.75	28.5	5.53	6.56	23.36
NDUFS5	33.14	12.53	34.96	50.61	19.68	50.64	48.44	48.72	83.36	25.52	30	42.83	20.59	94.77	23.25	45.46	28.77	107.93	22.56	141.31	47.73	25.75	51.87	110.82
NDUFS6	9.62	6.03	11.46	11.22	9.31	19.66	12	14.4	5.94	8.11	32.39	6.9	16.67	26.54	6.36	12.73	28.82	21.61	3.73	29.02	17.92	11.29	11.96	20.99
NDUFS8	23.03	9.18	35.3	19.78	4.72	56.71	50.4	20.26	58.07	17.06	17.4	14.48	26.38	24.74	21.29	23.36	25.89	41.47	15.03	36.44	22.86	62.23	64.24	23.1
NDUFV1	38.36	27.25	62.82	52.77	29.43	61.94	32.74	25.49	68.4	42.67	30.5	37.49	51.05	36.82	38.85	34	39.02	43.33	27.19	57.37	24.52	65.62	56.93	32.73
NDUFV2	42.61	30.64	64.48	56.22	54.4	69.53	31.64	40.56	85.42	179.31	65.11	80.03	29.29	56.28	52.83	46.95	42.04	25.09	62.47	115.43	56.55	46.79	32.57	56.97
NDUFV3	12.31	13.59	15.19	14.19	11.7	16.82	15.03	11.12	6.47	5.9	8.87	9.39	3.73	17.93	12.02	15.59	12.63	17.26	10.01	14.79	19.27	23.59	18.65	9.39
NEB	1.38	6.4	14.04	4.31	1.64	3.3	7.79	3.1	0.2	0.77	3.37	3.82	7.78	1.15	3.48	2.7	2.03	0.08	0.5	1.53	1	1.93	8.08	1.8
NEBL	22.84	13.87	52.69	27.41	148.03	35.84	23.33	24.79	87.85	56.41	27.7	10.13	2.72	72.06	31.27	27.22	23.1	7.07	42.8	0.49	32.92	65.39	7.69	36.25
NECAB1	0	0	0	0	0	0	0.3	0.21	0.14	1.58	0	0	0	0.15	0	0.16	0	0	0.54	6.84	0	0	0	0
NECAB2	0	0	0.98	1.47	0	0	1.18	0.77	0	1.14	1.1	0	10.75	0	0	0	0	0	1.21	1.44	0.75	0	2.67	0.55
NECAB3	37.28	9.82	15.67	14.24	37.68	41.02	32.93	17.42	27.13	29.07	65.1	17.24	42.98	17.9	47.89	45.77	42.57	84.45	17.01	74.68	5.93	247.53	22.57	33.21
NECAP1	28.61	16.42	19.05	23.27	13.38	19.44	25.66	14.87	19.89	27.09	36.8	39.4	33.14	15.66	18.47	14.31	26.98	11.79	15.47	15.29	14.13	11.32	16.9	19.04
NECAP2	21.69	18.2	18.07	25.64	6.65	31.17	23.25	18.57	14.96	9.11	7.74	22.64	16.14	11.38	13.81	14.6	9.9	24.62	12.37	21.03	12.39	21.01	18.37	19.76
NECTIN1	6.95	7.01	2.78	2.7	1.7	7.91	21.26	4.7	1.8	4.24	1.83	4.13	7.36	7.88	9.65	13.51	5.89	15.24	3.51	16.45	6.54	11.02	23.99	1.15
NECTIN2	23.44	11.43	10	25.11	16.57	82.77	151.99	7.7	54.84	15.31	16.69	11.9	14.82	31.48	9.05	30.01	18.47	64.48	10.87	37.03	26.68	28.55	68.6	11.98
NECTIN3	5.36	2.97	2.99	9.35	33.32	3.65	18.37	8.48	22.55	2.56	0.33	6.65	2.33	63.19	4.03	8.49	3.16	13.89	15.13	21.57	2.81	0	16.75	3.5
NECTIN4	20.14	16.06	25.66	63.78	2.8	29.53	0.29	6.75	2.38	20.67	12.82	13.65	3.45	117.31	7.38	55.52	26.33	46.74	14.04	3.8	7.6	35.42	22.55	6.68
NEDD1	8.97	6.17	10.35	8.81	7.97	4.48	2.56	11.77	8.95	12.35	9.72	6.69	5.37	18.15	8.42	2.72	6.93	0.23	6.1	7.91	5.69	0	9.16	6.48
NEDD4	2.06	6.66	11.13	9.81	5.04	2.19	5.11	3.09	6.44	6.07	3.87	24.72	3.12	4.56	5.78	5.06	10.39	9.31	6.09	6.92	12.58	11.2	7.37	2.95
NEDD4L	74.76	34.61	52.47	46.59	371.67	130.22	73.43	118.01	77.07	310.74	97.71	31.18	84.78	75.76	73.41	59.05	48.94	51.5	121.61	180.64	41	270.88	22.22	46
NEDD8	57.54	16.24	73.67	47.95	17.28	62.05	73.65	67.86	73.1	58.62	72.29	21.8	47.45	109.59	24.27	40.75	43.8	61.12	32.55	72.98	58.7	76.18	48.01	91.39
NEDD9	70.92	14.33	11.23	46.59	102.15	56.87	30.55	77.95	27.53	80.54	63.89	18.84	18.88	28.6	47.01	29.98	11.69	46.35	38.61	14.95	14.23	35.28	16.34	9.93
NEFH	0.23	0.38	0	0.37	0.86	0	10.04	3.81	0.1	1.32	0.15	0.49	0.17	0.11	0	0.21	0.33	0.6	0.15	0.97	0.49	1.03	0	3.48
NEFL	0.48	0.57	0	0	0	0	0	0.66	0	2.37	0	0	0	0	0	0	1.81	0	0	0	0	2.14	0	0
NEFM	0	0.14	0	0	0	0	1.14	0	0	2.03	0.23	1.81	0	0	0	0	0	0	0	0.4	0	0.71	0.55	0.11
NEIL1	14.79	10.34	4.92	13.63	8.06	26.19	9.4	8.21	0.62	11.78	4.72	10.54	3.91	2.28	16.27	7.02	21.19	18.92	3.99	1.55	9.8	18.55	4.01	10.03
NEIL3	1.34	3.48	15.66	0.98	0.75	0.75	2.03	1.67	3.68	5.58	2.04	0.89	1.36	7.46	0.47	3.27	6.11	0.24	0.71	3.75	4.19	0.89	1.87	2.82
NEK1	9.42	3.09	11.94	12.54	3.17	8.69	6.63	5.6	5.29	6.35	4.05	9.86	2.79	8.72	5.31	4.67	5.79	6.75	6.51	4.37	8.68	2.41	8.13	2.35
NEK10	1.35	3.47	0.79	4.82	0.46	10.49	6.44	1.88	3.58	3.18	0.83	1.33	5.44	1.28	0.59	1.44	2.66	0	0.94	2.01	3.34	12.53	4.52	0.23
NEK11	2.65	3.58	9.81	10.24	1.87	8.12	5.79	6.82	11.84	5.23	9.08	4.64	9.67	11.2	5.74	13.08	2.75	7.73	6.29	0.34	4.08	16.12	8.59	17.45
NEK2	0.91	1.99	13.77	0.57	1.74	2.55	4.69	3.05	7.76	11.75	5.26	1.9	6.45	22.53	2.75	6.1	7.52	3.31	0.53	12.69	3.26	9.05	1.1	4.12
NEK3	6.34	6.68	1.98	13.1	1.68	12.4	18.55	3.07	3.44	6.34	8.12	10.66	10.08	13.1	7.69	6.75	4.67	1.98	5.46	10.16	7.49	4.81	9.51	1.56
NEK4	10.75	10.73	14.86	9.41	3.96	17.12	11.73	8.82	15.23	11.49	13.18	7.55	4.36	17.55	10.1	7.94	6.66	7.05	2.88	15.9	7.83	8.35	23.1	8.18
NEK6	33.54	15.69	38.29	34.94	6.28	53.42	54.19	17.28	34.44	33.74	11.47	28.89	12.46	13.21	20.07	38.09	18.9	34.55	15.22	34.95	20.08	29.12	51.24	31.46
NEK7	21.9	9.71	27.54	45.73	24.94	20.24	5.75	19.08	21.72	36.85	5.45	31.24	12.71	43.82	19.1	22.06	19.55	22.61	28.55	21	25.73	18.09	18.66	6.28
NEK9	35.47	25.31	53.42	45.14	34.56	52.92	37.43	36.81	30.54	25	17.27	39.93	25.48	83.86	27.01	25.86	23.57	29.1	25.54	22.41	23.58	53.59	42.28	13.82
NELFA	18.28	6.27	16	9.88	4.18	18.83	15.38	9.11	6.74	7.47	15.84	9.18	12.71	8.1	8.69	12.13	10.78	26.05	9.93	18.79	13.78	17.4	17.26	22.49
NELFB	7.02	4.45	9.8	5.96	1.49	9.3	7.2	6.35	5.45	6.71	1.16	3.99	9.08	9.7	6.64	10.19	4.88	13.14	2.64	7.87	4.57	2.13	10.57	12.17
NELFCD	31.98	15.44	35.59	42.12	8.48	28.87	27.52	20.59	27.99	33.33	40.32	28.18	50.17	47.02	31.27	28.79	27.69	15.22	25.77	56.99	39.54	57.6	26.04	35.5
NELFE	11.51	6.63	16.42	13.81	5.78	90.32	29.07	15.62	15.21	9.74	6.24	10.97	16.11	23.03	14.13	9.82	12.55	25.41	7.29	24.7	17.07	11.04	16.43	35.6
NELL1	3.58	0	0	1.58	1.43	0	0	0	0	3.87	6	0	0.28	0	16.88	0.22	0	0	12.4	0	0	0	0	0
NELL2	19.01	2.79	1.1	12.13	1.88	3.87	0.27	3.67	3.22	2.22	2.04	1.96	19.17	2.48	5.44	1.77	0	0.54	6.7	3.26	0	0.8	5.05	5.35
NEMF	46.37	40.4	75.74	68.5	84.91	46.87	44.08	57.6	41.17	62.3	46.38	60.56	27.72	107.46	47.75	39.11	51.81	31.05	35.78	53.12	62.06	30.25	29.82	25.34
NEMP1	8.76	6.4	18.44	9.67	46.7	3.78	4.04	8.26	17.8	8.57	12.18	12.09	20.82	18.89	10.39	3.44	11.12	3.1	6.44	13.83	5.25	12.12	3.34	13.15
NENF	20.54	8.56	29.42	14.8	6.43	20.27	14.16	12.93	11.01	13.06	12.7	16.94	7.08	26	20.82	13.89	26.45	21.89	10.31	12.19	17.29	1.7	12.69	14.85
NEO1	5.36	9.35	2.88	23.75	1.3	37.19	19.08	7.76	9.48	9.35	7.06	17.22	16.13	2.34	12.16	7.87	21.97	60.91	10.05	3.06	19.9	64.38	76.06	4.3
NEPRO	8.99	7.37	39.11	25.78	18.43	3.59	10.53	18.59	31.59	22.15	23.7	32.13	7.33	29.55	18.33	13.53	10.92	14.83	17.56	5.83	13.61	15.08	6.43	20.62
NES	1.77	3.9	6.73	16.12	0.1	12.28	23.17	9.6	1.45	5.35	1.44	6.42	1.61	3.77	5.07	2.97	7.03	8.97	5.58	8.35	7.36	5.79	10.1	20.09
NET1	53.17	29.19	57.5	67.55	24.84	78.42	57.52	61.57	29.45	10.96	29.88	53.3	28.22	156	28.48	49.59	58.63	41.98	13.72	23.68	61.46	41.4	84.87	111.68
NETO1	0.94	0	0	0.33	0	0	0.44	1.4	0	3.44	3.06	0	0	0.37	0	0.19	0	0	0	0	0	0	6.79	0
NETO2	0.51	4.94	6.52	6.34	6.82	4.13	15.67	8.4	13.84	11.11	3.22	2.5	8.05	2.45	6.45	3.77	11.26	6.37	1.4	2.02	5.07	12.58	3.88	2.72
NEU1	11.31	2.3	13.22	14.61	5.2	10.73	6.86	8.84	12.17	10.62	15.82	12.08	12.8	33.43	20.15	17.05	11.2	7.97	6.37	6.17	6.93	11.1	10.87	13.81
NEU2	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0
NEU3	11.83	3.87	12.77	15.48	16.49	6.67	11.1	9.15	16.67	7.31	8.75	12.84	12.82	3.82	16.5	5.78	15.03	8.75	8.88	8.66	5.46	9.2	6.09	3.98
NEU4	0.15	0	0	0	0	2.07	0.17	0	0.52	0.23	0.19	0	0.65	0	0	0	3.14	0	0	2.21	0	8.69	0.3	0.25
NEURL1	0	0	0	0	0	35.08	2.02	0	0	0.58	1.78	0.29	8.84	4.65	0.17	0.09	0	0.26	0.13	3.05	0.09	6.31	0.16	0.06
NEURL1B	7.92	4.75	4.24	36.11	3.1	14.34	6.85	11.87	2.02	8.39	4.01	14.25	2.59	1.79	11.59	3.24	2	14.8	3.97	2.37	3.35	5.6	9.14	2.94
NEURL2	1.84	1.79	0.85	0	0.46	1.46	17.37	0.29	0	1.36	0.48	3.13	3.25	2.9	2.72	0.66	1.4	5.19	0	6.15	0	2.15	5.69	4.25
NEURL3	0.46	0.26	0	0	0.39	0.61	0	0.25	0	0	0	2.66	1.18	2.72	0	0	1.21	0	0.4	5.85	0	0	0.49	0
NEURL4	14.54	6.22	13.99	9.57	2.66	15.56	13.05	4.3	6.23	7.96	3.1	6.03	10.52	11.71	8.34	14.94	4.46	13.35	4.43	8.69	10.93	6.02	18.68	7.42
NEUROD1	0	0	0	0	0	0	0.18	0.31	0.14	0.36	2.87	0	0	0	0	0	0	0.6	0	0	0	0.92	0	0
NEUROD2	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0
NEUROD4	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0.19	0	0	0	0
NEUROD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG1	0	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG2	0	0	0	0	0	0	0	0	0	0	0	0.28	0.29	0	0	0	0	0	0	0	0	0	0	0.13
NEUROG3	0	0	0	0	0	0	0	0	0	2.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	2.41	1.39	1.45	11.8	2.1	8.32	3.57	8.05	5.12	2.61	0.75	8.35	1.04	2.48	3.85	3.48	2.49	7.66	4.87	7.24	17.14	0	26.71	2.37
NF1	41.86	23.41	60.32	51.72	34.19	34.35	34.37	40.85	42.81	53.25	28.93	47.93	37.38	62.12	60.57	37.42	27.56	36.12	38.39	31.57	39.1	24.34	52.21	30.1
NF2	11.94	6.09	15.55	14.77	5.73	18.09	26.08	8.24	9.04	8.83	5.9	12.69	6.26	9.87	6.1	6.19	10.17	12.89	5.16	20.85	15.14	10.11	18.09	4.06
NFAM1	3.37	2.53	2.4	2.75	0.1	7.18	10.08	1.56	0	0.18	0.2	3.82	2.56	0.23	2.56	2.04	1.11	2.34	1.71	1.04	2.06	3.68	4.18	1.64
NFASC	5.89	0.83	0.71	13.47	0	31.46	37.32	6.13	2.97	8.78	5.59	5.99	7.57	1.48	10.1	3.31	0.27	16.77	6.85	2.59	2.16	35.08	7.13	2.26
NFAT5	34.38	28.71	39.94	89.45	47.6	50.06	38.73	23.29	32.78	34.3	26.74	46.53	32.69	52.67	37.38	36.22	48.21	16.79	45.36	53.55	24.28	29.3	116.63	9.25
NFATC1	24.77	12.12	2.83	20.82	2.62	19.11	11.04	7.71	3.08	1.53	1.8	31.1	2.15	7.23	5.48	6.05	14.41	18.29	7.04	1.03	4.48	10.43	25.75	1.68
NFATC2	25.12	8.4	15.1	27.11	3.14	12.58	30.16	7.74	2.41	5.18	1.97	11.22	3.01	3.13	17.23	6.98	5.73	8.4	8.21	52.54	6.47	10.02	21.29	2.97
NFATC2IP	52.46	25.9	30.89	61.99	30.19	51.29	35.49	21.98	28.81	31	58.8	34.29	97.07	29.65	20.39	26.33	37.98	50.57	33.68	50.74	25.28	127.5	71.09	25.44
